id	path	line	end	name	signature	kind	va	body_sha256	status	casts	unions	gotos	address	owner	outside	varargs	reuse	stack	bounds	note
src/SOURCE/CMBTMGR.cpp:UpdateCombatSystemOptions(i32 initialDraw)#1	src/SOURCE/CMBTMGR.cpp	2244	2292	UpdateCombatSystemOptions	(i32 initialDraw)	cpp	0x0042b346	e99a39e0d074745697f2b0d29a1998a1d935c06262b9dcb622b7d7ce1e13a22c	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: U01 one tagged message is intentionally reused for six button values then six text pointers, changing command before the pointer payload. Not unrelated variable reuse or manual varargs. B78 valid config cycles/booleans and synchronous BroadcastMessage consumption/live panel are contracts; no local formatter or fake stack owner.
src/SOURCE/CMBTMGR.cpp:CombatSystemOptionsHandler(tag_message & message)#1	src/SOURCE/CMBTMGR.cpp	2295	2388	CombatSystemOptionsHandler	(tag_message & message)	cpp	0x0042b527	bfe5b4c3a9dec66e11fb823abf0ecd6ad3414a5a82be193b5b92ad46398601bc	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: C62 replaces widget-ID cast with real dialog-select command constant, both encoded10 but distinct domains. U01 message tag/modifier/command/payload transitions preserve completion ID forwarding. Help index initialized-1 and guarded; B78 valid starting config values for modulo/toggles and live dialog globals remain. No artificial owner arithmetic or manual argument access.
src/SOURCE/COMMAND.cpp:combatManager::Main(tag_message & message)#1	src/SOURCE/COMMAND.cpp	329	411	combatManager::Main	(tag_message & message)	cpp	0x0042b850	a0a2883f761dd0d8795e18cf79dc8c900bd16ce366fa820889aeffd358fade8e	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Full timer/remote/event/action dispatch read. U17 reconstructs actual256-byte RemoteMessage-compatible header and tagged247-byte text/16-byte action payload; sender replaces false messageLength, removing subfield text cast. Transport whole-owner reinterpretation and numeric/key boundaries retained. G76 single-pass structured arm changes702 to705, original shared dispatch retained. B83 sender range, text termination, payload length and action domains remain unchecked here; float75 operand pinned. No owner-from-member subtraction, manual varargs or fake stack aggregate.
src/SOURCE/COMMAND.cpp:combatManager::ValidHexToStandOn(i32 hexIndex)#1	src/SOURCE/COMMAND.cpp	414	428	combatManager::ValidHexToStandOn	(i32 hexIndex)	cpp	0x0042bb0e	25f0c463dee7764d5789f220ee9fe591e7e19965f3965ee0a667894cc0bef840	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Entire sentinel/occupancy/wide fit predicate read. B83 -1 rejected and -2 accepted; column test compares hex%13 to global MAP_WIDTH-1, not combat constant12. Retail291 bytes/sites/targets confirms unusual logic; remaining hex and occupant side/index bounds are caller contracts, no invented range fix. No casts, unions, goto, fake owner, stack aggregate or varargs.
src/SOURCE/COMMAND.cpp:combatManager::SetCombatDirections(i32 targetHex)#1	src/SOURCE/COMMAND.cpp	431	643	combatManager::SetCombatDirections	(i32 targetHex)	cpp	0x0042bc31	3279f979854f2cd84ea2798778019741c7f2ba609494d2b58e74df4570598df9	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Complete208-line four8-element local arrays, eight-direction eligibility and24-sector ring fill read. C68 six assignment casts removed in all64 subsets. A03 replaces first-row flattened adjacency pointer with actual m_adjacency[targetHex][direction], full3-arm row-owner family native exact. Saved target pair and four arrays are meaningful owners. B83 target army pointer formed before validation requires selected target; adjusted front/rear hexes need placement contract. Forced wide-west seed ensures ring fill has a seed; no goto/unrelated reuse/varargs. U05 applied: 4 duplicate monster-member accesses use the same-type single value/flag owners. All98 native objects/1826 functions/allocated sections/ordered relocations unchanged; packed26-byte and1716-byte retail table proofs pass. Full per-body retail disposition in U05-functions.tsv; earlier runtime contracts and genuine tagged unions remain.
src/SOURCE/COMMAND.cpp:combatManager::CheckSetMouseDirection(i32 mouseX,i32 mouseY,i32 targetHex)#1	src/SOURCE/COMMAND.cpp	646	788	combatManager::CheckSetMouseDirection	(i32 mouseX,i32 mouseY,i32 targetHex)	cpp	0x0042c389	21d774b76063fb8dd28293efdeb98627f9d673fe42b31ad211bc5548afdf6760	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Full sector selection and adjusted wide attack hex read. Actual24-sector map and117x6 adjacency; ten fixed float/double operands checked individually. Retain explicit float ratio and enum-domain conversion: zero absY denominator is x87 floating division, not integer divide. S62 removing unread target pointer changes1397 to1358, retained. B83 current target, map initialization, direction0..7 and adjusted placement contracts remain. No fake stack aggregate, owner recovery, goto or manual varargs. U05 applied: 6 duplicate monster-member accesses use the same-type single value/flag owners. All98 native objects/1826 functions/allocated sections/ordered relocations unchanged; packed26-byte and1716-byte retail table proofs pass. Full per-body retail disposition in U05-functions.tsv; earlier runtime contracts and genuine tagged unions remain.
src/SOURCE/COMMAND.cpp:combatManager::GetPointer(CombatMessageCommand command,i32 hexIndex)#1	src/SOURCE/COMMAND.cpp	791	811	combatManager::GetPointer	(CombatMessageCommand command,i32 hexIndex)	cpp	0x0042c8fe	5a57ab07e3eee1567387b70cd596e60d48dc334649fb92515688985159c14a73	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	open	open	Full command-to-cursor switch read. S62 complete8 subsets cover unread x/y calculations and unused result slot; every removal changes bytes (90 down to62). Original scalar slots retained, no synthetic owner. Default/move/attack command roles related; no casts/union/goto/varargs; coordinate arithmetic needs representable input domain.
src/SOURCE/COMMAND.cpp:combatManager::ProcessCombatMsg(tag_message & message)#1	src/SOURCE/COMMAND.cpp	814	1034	combatManager::ProcessCombatMsg	(tag_message & message)	cpp	0x0042c958	2537b5c14f75c23e3e503f3047f73af835981efb4b00508f64d7004c9caa576d	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Entire mouse/keyboard/widget dispatch and switch tails read. Four enum casts preserve tagged widget/key domains; actual tag_message views retained with type-specific reads. S62 unused result initialization removal changes2037 to2030. B83 mouse-selected hex, control IDs, current/player owners and downstream action validation remain contracts. Only RightClick caller passes m_selectedHex, establishing its dual-source coherence here. Apparent final block mismatch is embedded switch data decoding; full2037 bytes and ordered targets pass.
src/SOURCE/COMMAND.cpp:combatManager::IsNegationSphereInEffect(void)#1	src/SOURCE/COMMAND.cpp	1037	1045	combatManager::IsNegationSphereInEffect	(void)	cpp	0x0042d14d	14245ebd60bc6232f7d05d8e623d00e79a4588ed96f4076156c386ed47ed40b6	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	retain	Checks exactly two hero pointers, each null-guarded, for sphere-negation artifact. Real side array and callee artifact owner retained; no local scratch buffer, casts, goto, manual varargs, artificial arithmetic or unrelated reuse.
src/SOURCE/COMMAND.cpp:combatManager::ResetRound(void)#1	src/SOURCE/COMMAND.cpp	1048	1083	combatManager::ResetRound	(void)	cpp	0x0042d1a5	4b510ac209fa4611b5e9b1ac1ec2b8d5831b66715509f2829395fb75665dd87a	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: All reset fields, whole removed-army memset and2x20 army loop read. Real flag union and army pointer into actual row retained. S62 unused word removal changes452-byte text without size change; retained. B83 live manager, valid creature/lifecycle and spell-round owners required; no fabricated aggregate or manual varargs. U05 applied: 1 duplicate monster-member accesses use the same-type single value/flag owners. All98 native objects/1826 functions/allocated sections/ordered relocations unchanged; packed26-byte and1716-byte retail table proofs pass. Full per-body retail disposition in U05-functions.tsv; earlier runtime contracts and genuine tagged unions remain.
src/SOURCE/COMMAND.cpp:combatManager::CheckWin(struct tag_message * message)#1	src/SOURCE/COMMAND.cpp	1086	1128	combatManager::CheckWin	(struct tag_message * message)	cpp	0x0042d369	e69e8ce587be66ba7d3089c84619380e5f163a2663b4e41250ba27d0bcf20213	reviewed	absent	applied	absent	absent	absent	absent	absent	absent	open	open	Full win/draw/retreat selection,20-slot surviving nonsummoned scan and optional message write read. Draw excluded before indexing result row; real flag and executive message views retained. S62 unread word removal changes517-byte text. B83 valid current side and writable message when visible combat ends are contracts; no new guard or fake storage. U05 applied: 1 duplicate monster-member accesses use the same-type single value/flag owners. All98 native objects/1826 functions/allocated sections/ordered relocations unchanged; packed26-byte and1716-byte retail table proofs pass. Full per-body retail disposition in U05-functions.tsv; earlier runtime contracts and genuine tagged unions remain.
src/SOURCE/COMMAND.cpp:combatManager::GetCommand(i32 hexIndex)#1	src/SOURCE/COMMAND.cpp	1131	1251	combatManager::GetCommand	(i32 hexIndex)	cpp	0x0042d56e	760699e87ec0845ece495dff88a6d97fd207e5886a79ddc9d1691176d4a82b56	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Complete command selection and shared small-view tail read. C68 both removing two inner i8 casts and typed-enum conditional keep1014 bytes but change text; explicit enum/narrowing boundary retained. G77 if/else and guarded switch yield1010/1002; original goto retained. S62 all4 column/row removal subsets change code. B83 sentinel/hex/selected target coherence, side/index and wide placement contracts; no manual varargs or fake aggregate. U05 applied: 1 duplicate monster-member accesses use the same-type single value/flag owners. All98 native objects/1826 functions/allocated sections/ordered relocations unchanged; packed26-byte and1716-byte retail table proofs pass. Full per-body retail disposition in U05-functions.tsv; earlier runtime contracts and genuine tagged unions remain.
src/SOURCE/COMMAND.cpp:combatManager::RightClick(i32 hexIndex)#1	src/SOURCE/COMMAND.cpp	1254	1305	combatManager::RightClick	(i32 hexIndex)	cpp	0x0042d964	75a1ba220a57fad2f21d2f1d21d2075ee91effd5181313d23b755beed0800e45	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Full right-click selection/dialog path read. Incoming hex chooses side but m_selectedHex chooses army index; only in-tree caller passes m_selectedHex, so no normal mismatch demonstrated. S62 all8 unused col/row/armyIdx subsets change491-byte body, retained. B83 caller coherence, live hero/army/resource and hex domains remain. No cast, union, goto, manual varargs or fake aggregate.
src/SOURCE/COMMAND.cpp:combatManager::DoCommand(CombatMessageCommand command)#1	src/SOURCE/COMMAND.cpp	1308	1394	combatManager::DoCommand	(CombatMessageCommand command)	cpp	0x0042db4f	0526c01826cfc4c688168ddde03e7e23633dc1a7fbb92936aa9cca566e0667a8	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Full command switch writes action/extra/grid globals from selection; related pending-action roles retained. S62 two unused words and assigned-unread currentArmy tested in complete8 subsets, all change814-byte original. B83 approved selected/current army/hex and spell/surrender parameter domains required; no casts/goto/manual varargs/fake aggregate.
src/SOURCE/COMMAND.cpp:WinCombatHandler(struct tag_message & message)#1	src/SOURCE/COMMAND.cpp	1397	1536	WinCombatHandler	(struct tag_message & message)	cpp	0x0042de7d	0d44e564770449e8fb15b54a828d599e67e20e1322d3d9843fc8165c86be4989	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Whole win/lose widget input, successive artifact/skeleton/spell panel dispatch and animation switch read. G78 structured next-control shared exit changes1267 to1259; S62 unread finalDelay changes1260, originals retained. Actual tag_message union and40-byte filename buffer retained; fixed strings need13 bytes with NUL. B83 transfer index/count, result-side, icon frames and window lifetime contracts; fixed names fit. No manual varargs, owner recovery or fake stack aggregate.
src/SOURCE/COMMAND.cpp:combatManager::ClearWinLoseBottom(class heroWindow * window)#1	src/SOURCE/COMMAND.cpp	1539	1553	combatManager::ClearWinLoseBottom	(class heroWindow * window)	cpp	0x0042e370	efab8c3b48ad26325d659c38bfcd396d055a1cf47c71aa13b9d2460cc1c99cf3	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Two actual25-element widget-pointer arrays traversed, each nonnull owner removed and deleted then cleared. B83 valid window ownership required; no fake contiguous owner or text/member recovery. No casts, goto, manual varargs, stack aggregate or unrelated roles.
src/SOURCE/COMMAND.cpp:combatManager::ShowWinLoseArtifact(class heroWindow * window,ArtifactType artifact)#1	src/SOURCE/COMMAND.cpp	1556	1625	combatManager::ShowWinLoseArtifact	(class heroWindow * window,ArtifactType artifact)	cpp	0x0042e478	0219163c252d9764c453f4fb1178c7d53737bcd4b68b67a0cb2d959cb4756ca8	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Complete artifact result panel read. Typed allocator cast to char retained; U01 widget payload is real. B83 retail103-name table has no percent directives and max29 bytes with NUL, fitting60-byte allocation; artifact ID and allocation/window lifetime still required. S62 all4 unused geometry subsets change669-byte original. Existing private EH owner/site-model gap explicitly open; no byte-only closure claim.
src/SOURCE/COMMAND.cpp:combatManager::ShowSkeletons(class heroWindow * window)#1	src/SOURCE/COMMAND.cpp	1628	1694	combatManager::ShowSkeletons	(class heroWindow * window)	cpp	0x0042e715	6226f5d8e7975f37ae3e92a6c7fdd58932540652a089d522f0e1d79e41dc293d	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Complete skeleton panel read. Actual allocator char cast and widget payload retained. B83 nine-byte decimal buffer supports at most8 characters, not arbitrary signed32 value; DoVictory producer accumulates bodies and float-converts without proving that bound. Fixed global descriptive text and pickup filename fit768 under declared values. Existing EH model gap retained; no goto, fake aggregate or manual varargs.
src/SOURCE/COMMAND.cpp:combatManager::ShowEagleEyeSpell(class heroWindow * window)#1	src/SOURCE/COMMAND.cpp	1697	1770	combatManager::ShowEagleEyeSpell	(class heroWindow * window)	cpp	0x0042e93a	a92eb4feadfb86306a2d6965b45839127d034bbabc666fe428ec0701861d1e33	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Complete Eagle Eye panel read. C68 removes u8 iconIndex-to-i16 parameter cast, two-arm text exact and combined native topology identical including EH sections. Actual allocator cast and message view retained. B83 all65 spell names max21 including NUL fit200, global description114 under terminated13-byte hero name; spell/result and resource/window lifetimes remain. No goto/manual varargs/fake aggregate; retail EH model gap not waived.
src/SOURCE/COMMAND.cpp:combatManager::ShowDeadArmies(class heroWindow * window)#1	src/SOURCE/COMMAND.cpp	1773	1941	combatManager::ShowDeadArmies	(class heroWindow * window)	cpp	0x0042ec2c	922a2ae4ac3d15ac0bf61834044362991e1271c699d4cb857198cb8ba65dc62c	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Entire casualty owner: real2x20 type/count arrays and two side counts, initialization25 widget slots, display max7 per side. R21 separates widget index from side in2 arms, same2517 size but changed text; retained. S62 complete bounded13-shape family (not full512 subsets) changes all nonoriginal text. B83 9-byte decimal allocations still need quantity bound; headings fit30/10. Allocator casts real; private EH model gap retained, no fake stack aggregation or manual varargs.
src/SOURCE/COMMAND.cpp:combatManager::DoVictory(CombatResult winningSide)#1	src/SOURCE/COMMAND.cpp	1944	2175	combatManager::DoVictory	(CombatResult winningSide)	cpp	0x0042f601	49aeea01e677abb3c04366c400a737397911ddc98f8e2d1f12422d78a6ffd028	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: All239-line victory cleanup/necromancy/fades/artifact transfer/UI read. Actual flag/message views and double-to-i32 necromancy conversion retained; fixed double.1 operand pinned. R21 split fade/artifact counter and S62 unused cost each change2839-byte text, originals retained. B83 fourteen hero slots bound transfer count<=14 within16; valid artifact/spell IDs, bodies arithmetic and quantities remain contracts. Retail experience114 fits152, combined victory129 fits768 with terminated hero name. EH model gap open. U05 applied: 1 duplicate monster-member accesses use the same-type single value/flag owners. All98 native objects/1826 functions/allocated sections/ordered relocations unchanged; packed26-byte and1716-byte retail table proofs pass. Full per-body retail disposition in U05-functions.tsv; earlier runtime contracts and genuine tagged unions remain.
src/SOURCE/COMMAND.cpp:combatManager::DoLoseWindow(void)#1	src/SOURCE/COMMAND.cpp	2178	2259	combatManager::DoLoseWindow	(void)	cpp	0x00430118	63dcbc30266af1c16de454ed5d556ee6d2f45d0f82fa58796df26f9e47ee6401	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Full loss-side selection, fixed13-byte animation filename in actual52-byte buffer, tagged resource/text message and dialog lifetime read. S62 unused initialized word removal899->892 retained. B83 first equality checks can index player -1 if giCurPlayer is also -1 before later sentinel guard; normal reachability unproved, no behavioral fix. Loss text max61 fits768 with terminated hero name. Existing EH model gap retained; no casts/goto/manual varargs/fake aggregate.
src/SOURCE/COMMAND.cpp:combatManager::DoSurrender(void)#1	src/SOURCE/COMMAND.cpp	2262	2332	combatManager::DoSurrender	(void)	cpp	0x0043049b	27d6165fb66b29fd16bd0fb08776c5eff80b1b4bd6aa6a84d9f64736b323a16b	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Full surrender cost20-slot accumulation, diplomacy scaling, portrait/message/dialog read. C68 u8 portrait cast removed through default vararg int promotion, two-arm and combined native proof; three real float truncations retained with four fixed operands checked. S62 all8 unused geometry/dialog scalar subsets change957 bytes, originals retained. B83 valid sides/heroes/player/monster/skill and arithmetic required; portrait filename and116-byte quoted cost text fit gText. EH model gap remains.
src/SOURCE/COMMAND.cpp:combatManager::CheckChangeSelector(void)#1	src/SOURCE/COMMAND.cpp	2335	2347	combatManager::CheckChangeSelector	(void)	cpp	0x00430858	9102635ffbf8ac3adc28b1812347c8ecebe27a599103c3294fb98f0f53fed528	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Visible-combat guard then actual current army selection/limit hex update/redraw/small view. B83 current side/index, manager and rendering lifecycle required. No casts, unions, goto, manual varargs, aggregate, owner recovery or unrelated variable roles.
src/SOURCE/COMMAND.cpp:combatManager::CheckCastleAttack(void)#1	src/SOURCE/COMMAND.cpp	2350	2365	combatManager::CheckCastleAttack	(void)	cpp	0x0043090d	8aa2b26cdd1285781f848b9cfac7af6d7f25aa32ee45d08110cabf4c202cf4a8	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Castle mode and concrete attacker/defender side guards drive positive counters down; catapult and three tower dispatches retained. Real two-side counters, no fabricated array or stale index role. B83 callbacks and castle/tower lifecycle required; no casts/union/goto/varargs/unread storage.
src/SOURCE/COMMAND.cpp:combatManager::CheckGetAIMove(void)#1	src/SOURCE/COMMAND.cpp	2368	2383	combatManager::CheckGetAIMove	(void)	cpp	0x004309fa	b91cdd98d96f012f5fb63ba15699b19812ddc872a4434ab2a142085ff2dd1341	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Retreat queried before and after optional spell AI because spell processing can change state; same retreat role, not unrelated reuse. Side/player flags gate automation; successful spell returns before move. B83 current side/player and downstream AI lifecycle required. No casts/union/goto/varargs/fake stack owner.
src/SOURCE/COMMAND.cpp:combatManager::GetControl(void)#1	src/SOURCE/COMMAND.cpp	2386	2412	combatManager::GetControl	(void)	cpp	0x00430ab0	89c564faa2643ada0e5a51cab36e64616d1e7d308660a6aae0771ad314e0f143	reviewed	absent	absent	open	absent	absent	absent	absent	absent	open	open	Full network control predicate and shared setup_view tail read. G79 if/else restructuring335->328; S62 duplicate command-store removal335->323. Both originals retained, including contradictory nested human-player predicate actually in retail. B83 current and two player indices/sentinels require coherence. No casts/union/varargs/fake aggregate or member-to-owner arithmetic.
src/SOURCE/COMMAND.cpp:combatManager::ResetMouse(void)#1	src/SOURCE/COMMAND.cpp	2415	2434	combatManager::ResetMouse	(void)	cpp	0x00430bff	d4bbe2a9b49f8ef280eada394219bae6272cf64bc4b07e2b35712e7b873c91f9	reviewed	absent	retain	absent	absent	absent	absent	absent	absent	absent	open	Actual mouse x/y outputs populate only MESSAGE_MOUSE_MOVE fields before dispatch; unrelated tag_message payload slots need no blanket initialization. Guards no-show/control/nonnegative player but upper ranges remain contracts. No casts/goto/manual varargs/fake aggregate or owner recovery.
src/SOURCE/COMMAND.cpp:combatManager::ProcessNextAction(struct tag_message & message)#1	src/SOURCE/COMMAND.cpp	2437	2582	combatManager::ProcessNextAction	(struct tag_message & message)	cpp	0x00430cbe	b9f3ab96f54ea57154cf4a1a3bdf104b910014de82bcc4888ab6b14686f24709	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Complete network serialization/action dispatch/shared cleanup read. Real four-i32 actionData owner serialized for16 bytes; char reinterpretation retained. G80 do-single-pass cleanup alternative preserves1547 size but changes bytes/sites, original gotos retained. Pre-action win leaves CONSUME while post-action wins set FORWARD; cleanup always clears processing flag/resets mouse. Flag views genuine. B83 action/side/player/hex/amount inputs and network state remain contracts; no manual varargs/fake stack owner. U05 applied: 4 duplicate monster-member accesses use the same-type single value/flag owners. All98 native objects/1826 functions/allocated sections/ordered relocations unchanged; packed26-byte and1716-byte retail table proofs pass. Full per-body retail disposition in U05-functions.tsv; earlier runtime contracts and genuine tagged unions remain.
src/SOURCE/COMMAND.cpp:combatManager::ResetCyclingCreatures(void)#1	src/SOURCE/COMMAND.cpp	2585	2623	combatManager::ResetCyclingCreatures	(void)	cpp	0x004312c9	284ba1274e6980fe7e022c3f35270387d68debd4503574c7dd1368ee9e38f549	reviewed	absent	applied	absent	absent	absent	absent	absent	absent	open	open	Both two-side creature passes, rotate count, repeated currentTroop assignment and timers read. S62 complete8 products cover unused word, initial null and repeated pointer store; every nonoriginal changes529-byte body. Real row owners and flag view retained; B83 live count<=20 and animation/resource state contract. No goto/cast/manual varargs/fake aggregate/unrelated reuse. U05 applied: 2 duplicate monster-member accesses use the same-type single value/flag owners. All98 native objects/1826 functions/allocated sections/ordered relocations unchanged; packed26-byte and1716-byte retail table proofs pass. Full per-body retail disposition in U05-functions.tsv; earlier runtime contracts and genuine tagged unions remain.
src/SOURCE/COMMAND.cpp:combatManager::ResetCycleTimers(void)#1	src/SOURCE/COMMAND.cpp	2626	2644	combatManager::ResetCycleTimers	(void)	cpp	0x004314da	ea04fd7450ff3d625490014823aef11e3ca3af0ba963800aa1e252fd616920ba	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Full two-side cycle timer reset and per-army random stand offset read. Actual i32l tick ABI retained, real army row/count and delay domains required. No explicit cast, union, goto, manual varargs, fake aggregate, unrelated reuse or artificial owner arithmetic.
src/SOURCE/COMMAND.cpp:InCombatArea(i32 x,i32 y)#1	src/SOURCE/COMMAND.cpp	2647	2649	InCombatArea	(i32 x,i32 y)	cpp	0x004315b9	62202979059d19b7fff0a56222e1e42db93e2245c24c0e834a9e70eb73670728	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Pure x/y rectangular predicate with fixed screen width and combat-area height; comparisons accept arbitrary signed inputs without buffer/index arithmetic. No occurrence of any of the ten debt patterns.
src/SOURCE/COMMAND.cpp:combatManager::CycleCombatScreen(void)#1	src/SOURCE/COMMAND.cpp	2652	2841	combatManager::CycleCombatScreen	(void)	cpp	0x004315fa	dd42235739657a49962b61b21e1da3e5d4fe3ecb941abf7b505b7ef38413b754	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Entire hero overlay/death/idle selection,2x20 cycle flags and creature animation processing read. C68 numerator float cast removed with real float100 denominator; two real timer truncations and enum construction retained. Four fixed numeric operands pinned. G81 guarded work2352->2347 and R21 separate hero/army indices same2352 changed text; originals retained. B83 count<=20, sprite/sequence/frame/standing-chance domains, positive standing count, coherent nextHeroAnimation and finite timers required. Actual2-slot and2x20 arrays are not fake stack owners. U05 applied: 1 duplicate monster-member accesses use the same-type single value/flag owners. All98 native objects/1826 functions/allocated sections/ordered relocations unchanged; packed26-byte and1716-byte retail table proofs pass. Full per-body retail disposition in U05-functions.tsv; earlier runtime contracts and genuine tagged unions remain.
src/SOURCE/COMMAND.cpp:combatManager::SetCombatViewArmySmallLevel(i32 level)#1	src/SOURCE/COMMAND.cpp	2844	2848	combatManager::SetCombatViewArmySmallLevel	(i32 level)	cpp	0x00431f2a	76b48f48358efcb73a8a642cf78fd692d3e16eb0f7e503aec402d7404a42c834	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Writes requested combat-army information preference, redraws and persists. B83 preference/render lifecycle domain delegated; no local array/cast/union/goto/varargs/storage aggregate/owner recovery or unrelated role.
src/SOURCE/COMMAND.cpp:combatManager::SetCombatGrid(i32 showGrid,i32 showMouseHex,i32 shadeLevel)#1	src/SOURCE/COMMAND.cpp	2851	2865	combatManager::SetCombatGrid	(i32 showGrid,i32 showMouseHex,i32 shadeLevel)	cpp	0x00431f5a	86780bc1e45cb75fdc4966db2ba605a6ada3e5a34d21bc8e7ddd277f37a07b13	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	No-change early return then clears mouse grid, writes three preferences, rebuilds current army grid/redraws/resets/persists. B83 current army and rendering/preference domains required. No cast/union/goto/manual varargs/fake aggregate/owner arithmetic or unrelated reuse.
src/SOURCE/COMMAND.cpp:combatManager::AddArmy(CombatSide side,CreatureType monsterType,i32 quantity,i32 hex,MonsterFlags flags,i32 animate)#1	src/SOURCE/COMMAND.cpp	2868	2928	combatManager::AddArmy	(CombatSide side,CreatureType monsterType,i32 quantity,i32 hex,MonsterFlags flags,i32 animate)	cpp	0x00432015	65dd46064a774ee67cf1c166077a3ff7396b49b67d10a5adb1d139e27e95a2fd	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Complete20-slot search prefers unused or eligible dead elemental/mirror stack, validates found index before Init/resources/count and optional fizzle. Real flag union and owner retained; no fake array or unrelated reusedArmy scalar role. B83 caller side/monster/quantity/hex/wide placement and resource/rectangle domains required; hex indexing itself lacks local bounds. No casts/goto/manual varargs/unread aggregate. U05 applied: 3 duplicate monster-member accesses use the same-type single value/flag owners. All98 native objects/1826 functions/allocated sections/ordered relocations unchanged; packed26-byte and1716-byte retail table proofs pass. Full per-body retail disposition in U05-functions.tsv; earlier runtime contracts and genuine tagged unions remain.
src/SOURCE/COMMAND.cpp:combatManager::SetupSmallView(void)#1	src/SOURCE/COMMAND.cpp	2931	2959	combatManager::SetupSmallView	(void)	cpp	0x00432338	d41911354b2bd448a2ea4addfc2d8a0b0495ec9aeaba6c24f1f134129a614f84	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	open	open	Full two small-view slots and human control logic read. S62 complete4 unused-word subsets change317-byte original, retained. B83 side/player/army and display-coordinate lifecycle required; real slot arrays, no casts/union/goto/manual varargs/fake aggregate or unrelated role.
src/SOURCE/COMMAND.cpp:combatManager::ViewBallista(i32 quickView)#1	src/SOURCE/COMMAND.cpp	2962	3072	combatManager::ViewBallista	(i32 quickView)	cpp	0x00432475	3730533768e093c6f9b6faaf43eb30fca3d834b773717df778c1efbee5545b3d	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Whole ballista/left/right tower formatter read. Real300-byte description repeatedly replaced then appended at most3 times to gText; retail literals prove max101-byte part and conservative313-byte total for arbitrary i32 numeric values, within768. B83 valid defender town and wall/building/resource state required. No casts/goto/manual varargs/fake aggregate/unrelated roles. Full686 bytes/sites/45 ordered targets pass; helper-inclusive sema view adds4 trailing blocks not part of function.
src/SOURCE/CURSOR.cpp:advManager::StartCursor(MapDirection direction)#1	src/SOURCE/CURSOR.cpp	58	80	advManager::StartCursor	(MapDirection direction)	cpp	0x004332d0	0a3f985ffee0652a528c1763bd532a82a051c64a88c93c3c96fbd3b5315a53ba	reviewed	absent	absent	absent	absent	absent	applied	absent	absent	absent	open	O04 applied: select computer/human speed inside a real two-element owner; all native bytes/targets unchanged. B43 current-player and direction0..7/map-cell domains still require callers. No fabricated owner-from-member recovery.
src/SOURCE/CURSOR.cpp:advManager::StopCursor(i32 stopSound)#1	src/SOURCE/CURSOR.cpp	83	101	advManager::StopCursor	(i32 stopSound)	cpp	0x004333f4	248823ba522c6f1e9419aafebcc1ed719927fdc257539bc9202d1bf1f0cbc5fa	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Cursor state is transferred to actual S1 scalar owners, not an artificial stack record. Map-cell coordinates/current hero and optional sample stop depend on valid cursor context (B43).
