source_file	source_enum	source_line	starting_members	retained_members	reused_or_moved_members	reason	members
src/SOURCE/COMMAND.cpp	CombatBattleResultText	99	11	11	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""RESULT_TEXT_ENEMY_SURRENDERED"",""retail"":0,""strict"":0},{""name"":""RESULT_TEXT_ENEMY_FLED"",""retail"":1,""strict"":1},{""name"":""RESULT_TEXT_VICTORY"",""retail"":2,""strict"":2},{""name"":""RESULT_TEXT_EXPERIENCE"",""retail"":3,""strict"":3},{""name"":""RESULT_TEXT_HERO_SURRENDER"",""retail"":4,""strict"":4},{""name"":""RESULT_TEXT_HERO_FLEE"",""retail"":5,""strict"":5},{""name"":""RESULT_TEXT_HERO_DEFEAT"",""retail"":6,""strict"":6},{""name"":""RESULT_TEXT_FORCES_SURRENDER"",""retail"":7,""strict"":7},{""name"":""RESULT_TEXT_FORCES_FLEE"",""retail"":8,""strict"":8},{""name"":""RESULT_TEXT_FORCES_DEFEAT"",""retail"":9,""strict"":9},{""name"":""RESULT_TEXT_NETWORK_EXPERIENCE"",""retail"":10,""strict"":10}]"
src/SOURCE/COMMAND.cpp	CombatControlId	113	9	9	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""CONTROL_ATTACK"",""retail"":1,""strict"":1},{""name"":""CONTROL_WAIT"",""retail"":2,""strict"":2},{""name"":""CONTROL_DISABLE_SELECTION"",""retail"":3,""strict"":3},{""name"":""CONTROL_SYSTEM_OPTIONS"",""retail"":4,""strict"":4},{""name"":""CONTROL_HELP_FIRST"",""retail"":10,""strict"":10},{""name"":""CONTROL_HELP_SECOND"",""retail"":11,""strict"":11},{""name"":""CONTROL_HELP_THIRD"",""retail"":12,""strict"":12},{""name"":""CONTROL_HELP_FOURTH"",""retail"":13,""strict"":13},{""name"":""CONTROL_MAIN_BUTTON"",""retail"":64,""strict"":64}]"
src/SOURCE/COMMAND.cpp	CombatRemoteConstant	125	3	3	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""REMOTE_PACKET_TYPE"",""retail"":1,""strict"":1},{""name"":""REMOTE_COMMAND_MESSAGE"",""retail"":11,""strict"":11},{""name"":""REMOTE_COMMAND_ACTION"",""retail"":23,""strict"":23}]"
src/SOURCE/COMMAND.cpp	CombatActionDataIndex	131	5	5	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""ACTION_DATA_ACTION"",""retail"":0,""strict"":0},{""name"":""ACTION_DATA_EXTRA"",""retail"":1,""strict"":1},{""name"":""ACTION_DATA_GRID"",""retail"":2,""strict"":2},{""name"":""ACTION_DATA_SECOND_GRID"",""retail"":3,""strict"":3},{""name"":""ACTION_DATA_COUNT"",""retail"":4,""strict"":4}]"
src/SOURCE/COMMAND.cpp	CombatDirectionConstant	139	19	19	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""DIRECTION_SECTOR_COUNT"",""retail"":24,""strict"":24},{""name"":""DIRECTION_SECTOR_ORIGIN"",""retail"":0,""strict"":0},{""name"":""DIRECTION_SECTOR_QUARTER"",""retail"":6,""strict"":6},{""name"":""DIRECTION_SECTOR_HALF"",""retail"":12,""strict"":12},{""name"":""DIRECTION_SECTOR_THREE_QUARTERS"",""retail"":18,""strict"":18},{""name"":""DIRECTION_PENDING_OFFSET"",""retail"":10,""strict"":10},{""name"":""DIRECTION_SECTORS_PER_ADJACENT"",""retail"":4,""strict"":4},{""name"":""DIRECTION_MOUSE_TOP_OFFSET"",""retail"":5,""strict"":5},{""name"":""DIRECTION_MOUSE_CENTER_OFFSET"",""retail"":21,""strict"":21},{""name"":""DIRECTION_SECTOR_OFFSET_SHALLOW"",""retail"":2,""strict"":2},{""name"":""DIRECTION_SECTOR_OFFSET_DIAGONAL"",""retail"":3,""strict"":3},{""name"":""DIRECTION_SECTOR_OFFSET_STEEP"",""retail"":4,""strict"":4},{""name"":""DIRECTION_SECTOR_OFFSET_STEEPEST"",""retail"":5,""strict"":5},{""name"":""DIRECTION_SPECIAL_FIRST_SECTOR_START"",""retail"":11,""strict"":11},{""name"":""DIRECTION_SPECIAL_FIRST_SECTOR_CENTER"",""retail"":12,""strict"":12},{""name"":""DIRECTION_SPECIAL_FIRST_SECTOR_END"",""retail"":13,""strict"":13},{""name"":""DIRECTION_SPECIAL_SECOND_SECTOR_PREVIOUS"",""retail"":23,""strict"":23},{""name"":""DIRECTION_SPECIAL_SECOND_SECTOR_CENTER"",""retail"":0,""strict"":0},{""name"":""DIRECTION_SPECIAL_SECOND_SECTOR_NEXT"",""retail"":1,""strict"":1}]"
src/SOURCE/COMMAND.cpp	CombatCommandConstant	161	8	8	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""POINTER_VIEW"",""retail"":5,""strict"":5},{""name"":""POINTER_ATTACK_OFFSET"",""retail"":7,""strict"":7},{""name"":""INVALID_ARMY_INDEX"",""retail"":-1,""strict"":-1},{""name"":""INVALID_HEX"",""retail"":-1,""strict"":-1},{""name"":""PLAYER_NONE"",""retail"":-1,""strict"":-1},{""name"":""SMALL_VIEW_POSITION_NONE"",""retail"":-1,""strict"":-1},{""name"":""IGNORED_HEX"",""retail"":-2,""strict"":-2},{""name"":""CASTLE_GATE_HEX"",""retail"":59,""strict"":59}]"
src/SOURCE/COMMAND.cpp	CombatRoundConstant	172	1	1	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""ROUND_INITIAL_SPEED"",""retail"":15,""strict"":15}]"
src/SOURCE/COMMAND.cpp	CombatCommandGeometry	176	7	5	2	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""CONTROL_RIGHT_MIN_X"",""retail"":590,""strict"":590},{""name"":""CONTROL_LEFT_MAX_X"",""retail"":50,""strict"":50},{""name"":""CONTROL_SYSTEM_OPTIONS_MIN_Y"",""retail"":460,""strict"":460},{""name"":""SCREEN_MAX_X"",""retail"":639,""strict"":639,""target"":{""file"":""include/BASE/display.h"",""enum"":""LogicalScreenConstant"",""name"":""LOGICAL_SCREEN_MAX_X""},""reason"":""Same fixed logical framebuffer dimension or inclusive framebuffer bound.""},{""name"":""SCREEN_MAX_Y"",""retail"":479,""strict"":479,""target"":{""file"":""include/BASE/display.h"",""enum"":""LogicalScreenConstant"",""name"":""LOGICAL_SCREEN_MAX_Y""},""reason"":""Same fixed logical framebuffer dimension or inclusive framebuffer bound.""},{""name"":""ARMY_VIEW_LEVEL_COUNT"",""retail"":3,""strict"":3},{""name"":""COMMAND_FRAME_DELAY"",""retail"":75,""strict"":75}]"
src/SOURCE/COMMAND.cpp	CombatCasualtyConstant	186	4	4	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""CASUALTY_DISPLAY_LIMIT"",""retail"":7,""strict"":7},{""name"":""CASUALTY_WIDGETS_PER_SIDE"",""retail"":7,""strict"":7},{""name"":""CASUALTY_WINDOW_WIDTH"",""retail"":320,""strict"":320},{""name"":""CASUALTY_WINDOW_BOTTOM"",""retail"":458,""strict"":458}]"
src/SOURCE/COMMAND.cpp	CombatArtifactPanelConstant	193	10	10	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""ARTIFACT_BACKGROUND_X"",""retail"":136,""strict"":136},{""name"":""ARTIFACT_BACKGROUND_Y"",""retail"":310,""strict"":310},{""name"":""ARTIFACT_BACKGROUND_SIZE"",""retail"":80,""strict"":80},{""name"":""ARTIFACT_ICON_X"",""retail"":144,""strict"":144},{""name"":""ARTIFACT_ICON_Y"",""retail"":318,""strict"":318},{""name"":""ARTIFACT_ICON_SIZE"",""retail"":64,""strict"":64},{""name"":""ARTIFACT_TEXT_X"",""retail"":16,""strict"":16},{""name"":""ARTIFACT_TEXT_Y"",""retail"":397,""strict"":397},{""name"":""ARTIFACT_TEXT_HEIGHT"",""retail"":12,""strict"":12},{""name"":""ARTIFACT_NAME_CAPACITY"",""retail"":60,""strict"":60}]"
src/SOURCE/COMMAND.cpp	CombatSkeletonPanelConstant	206	9	9	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""SKELETON_ICON_X"",""retail"":173,""strict"":173},{""name"":""SKELETON_ICON_Y"",""retail"":270,""strict"":270},{""name"":""SKELETON_ICON_WIDTH"",""retail"":32,""strict"":32},{""name"":""SKELETON_ICON_HEIGHT"",""retail"":30,""strict"":30},{""name"":""SKELETON_TEXT_X"",""retail"":165,""strict"":165},{""name"":""SKELETON_TEXT_Y"",""retail"":300,""strict"":300},{""name"":""SKELETON_TEXT_WIDTH"",""retail"":32,""strict"":32},{""name"":""SKELETON_TEXT_HEIGHT"",""retail"":12,""strict"":12},{""name"":""SKELETON_COUNT_CAPACITY"",""retail"":9,""strict"":9}]"
src/SOURCE/COMMAND.cpp	CombatEagleEyePanelConstant	218	12	12	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""EAGLE_PANEL_X"",""retail"":105,""strict"":105},{""name"":""EAGLE_PANEL_Y"",""retail"":275,""strict"":275},{""name"":""EAGLE_BACKGROUND_X_OFFSET"",""retail"":16,""strict"":16},{""name"":""EAGLE_ICON_X_OFFSET"",""retail"":36,""strict"":36},{""name"":""EAGLE_ICON_Y_OFFSET"",""retail"":5,""strict"":5},{""name"":""EAGLE_ICON_WIDTH"",""retail"":72,""strict"":72},{""name"":""EAGLE_ICON_HEIGHT"",""retail"":51,""strict"":51},{""name"":""EAGLE_TEXT_X_OFFSET"",""retail"":34,""strict"":34},{""name"":""EAGLE_TEXT_Y_OFFSET"",""retail"":57,""strict"":57},{""name"":""EAGLE_TEXT_WIDTH"",""retail"":80,""strict"":80},{""name"":""EAGLE_TEXT_HEIGHT"",""retail"":24,""strict"":24},{""name"":""EAGLE_SPELL_NAME_CAPACITY"",""retail"":200,""strict"":200}]"
src/SOURCE/COMMAND.cpp	CombatCasualtyPanelConstant	233	27	27	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""CASUALTY_TITLE_WIDGET"",""retail"":17,""strict"":17},{""name"":""CASUALTY_TITLE_X"",""retail"":16,""strict"":16},{""name"":""CASUALTY_TITLE_Y"",""retail"":263,""strict"":263},{""name"":""CASUALTY_TEXT_HEIGHT"",""retail"":20,""strict"":20},{""name"":""CASUALTY_TEXT_WIDGET_ID"",""retail"":2110,""strict"":2110},{""name"":""CASUALTY_SIDE_WIDGET_FIRST"",""retail"":15,""strict"":15},{""name"":""CASUALTY_ATTACKER_Y"",""retail"":279,""strict"":279},{""name"":""CASUALTY_DEFENDER_Y"",""retail"":346,""strict"":346},{""name"":""CASUALTY_SIDE_LABEL_Y_OFFSET"",""retail"":3,""strict"":3},{""name"":""CASUALTY_NONE_Y_OFFSET"",""retail"":21,""strict"":21},{""name"":""CASUALTY_WIDGET_ID_STRIDE"",""retail"":5,""strict"":5},{""name"":""CASUALTY_TEXT_WIDGET_ID_FIRST"",""retail"":2100,""strict"":2100},{""name"":""CASUALTY_ICON_WIDGET_ID_FIRST"",""retail"":2000,""strict"":2000},{""name"":""CASUALTY_ICON_SPACING"",""retail"":40,""strict"":40},{""name"":""CASUALTY_CENTER_DIVISOR"",""retail"":2,""strict"":2},{""name"":""CASUALTY_CENTER_X_OFFSET"",""retail"":3,""strict"":3},{""name"":""CASUALTY_ICON_CELL_WIDTH"",""retail"":32,""strict"":32},{""name"":""CASUALTY_ICON_TOP_OFFSET"",""retail"":19,""strict"":19},{""name"":""CASUALTY_ICON_WIDTH"",""retail"":32,""strict"":32},{""name"":""CASUALTY_ICON_HEIGHT"",""retail"":28,""strict"":28},{""name"":""CASUALTY_QUANTITY_X_OFFSET"",""retail"":16,""strict"":16},{""name"":""CASUALTY_QUANTITY_Y_OFFSET"",""retail"":53,""strict"":53},{""name"":""CASUALTY_QUANTITY_WIDTH"",""retail"":32,""strict"":32},{""name"":""CASUALTY_QUANTITY_HEIGHT"",""retail"":12,""strict"":12},{""name"":""CASUALTY_HEADING_CAPACITY"",""retail"":30,""strict"":30},{""name"":""CASUALTY_NONE_CAPACITY"",""retail"":10,""strict"":10},{""name"":""CASUALTY_QUANTITY_CAPACITY"",""retail"":9,""strict"":9}]"
src/SOURCE/COMMAND.cpp	CombatCycleConstant	263	13	13	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""HERO_ANIMATION_STAND"",""retail"":0,""strict"":0},{""name"":""HERO_ANIMATION_DEATH_FIRST"",""retail"":1,""strict"":1},{""name"":""HERO_ANIMATION_DEATH_SECOND"",""retail"":2,""strict"":2},{""name"":""HERO_ANIMATION_IDLE_FIRST"",""retail"":9,""strict"":9},{""name"":""HERO_ANIMATION_IDLE_SECOND"",""retail"":10,""strict"":10},{""name"":""HERO_ANIMATION_IDLE_LAST"",""retail"":11,""strict"":11},{""name"":""HERO_IDLE_DELAY"",""retail"":4500,""strict"":4500},{""name"":""STAND_DELAY_RANDOM_THRESHOLD"",""retail"":51,""strict"":51},{""name"":""STAND_DELAY_RANDOM_MIN"",""retail"":50,""strict"":50},{""name"":""IDLE_ROLL_MIN"",""retail"":1,""strict"":1},{""name"":""IDLE_ROLL_MAX"",""retail"":100,""strict"":100},{""name"":""IDLE_REPEAT_CHANCE"",""retail"":8,""strict"":8},{""name"":""STANDING_ANIMATION_SEARCH_DONE"",""retail"":99,""strict"":99}]"
src/SOURCE/COMMAND.cpp	CombatVictoryConstant	279	12	12	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""VICTORY_NECROMANCY_STACK_LIMIT"",""retail"":5,""strict"":5},{""name"":""VICTORY_FADE_STEPS"",""retail"":8,""strict"":8},{""name"":""VICTORY_WASTELAND_FADE_STEPS"",""retail"":5,""strict"":5},{""name"":""VICTORY_FADE_DELAY"",""retail"":60,""strict"":60},{""name"":""VICTORY_MUSIC"",""retail"":29,""strict"":29},{""name"":""LOSS_MUSIC"",""retail"":30,""strict"":30},{""name"":""VICTORY_EXPERIENCE_TEXT_SIZE"",""retail"":152,""strict"":152},{""name"":""WIN_LOSE_WINDOW_X"",""retail"":143,""strict"":143},{""name"":""WIN_LOSE_WINDOW_Y"",""retail"":10,""strict"":10},{""name"":""WIN_LOSE_DIALOG_TIMEOUT"",""retail"":15000,""strict"":15000},{""name"":""WIN_LOSE_ANIMATION_FILENAME_SIZE"",""retail"":52,""strict"":52},{""name"":""VICTORY_DIM_STEP"",""retail"":3,""strict"":3}]"
src/SOURCE/COMMAND.cpp	CombatSurrenderDialogConstant	294	9	9	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""SURRENDER_DIALOG_TYPE"",""retail"":1,""strict"":1},{""name"":""SURRENDER_DIALOG_ACCEPT_RESULT"",""retail"":2,""strict"":2},{""name"":""SURRENDER_TEXT_WIDTH"",""retail"":30,""strict"":30},{""name"":""SURRENDER_PORTRAIT_RESOURCE_ID"",""retail"":1,""strict"":1},{""name"":""SURRENDER_PORTRAIT_WIDGET_ID"",""retail"":30,""strict"":30},{""name"":""SURRENDER_PORTRAIT_DEFAULT_COLOR"",""retail"":4,""strict"":4},{""name"":""SURRENDER_TEXT_ID"",""retail"":2,""strict"":2},{""name"":""SURRENDER_WINDOW_X"",""retail"":74,""strict"":74},{""name"":""SURRENDER_WINDOW_Y"",""retail"":80,""strict"":80}]"
src/SOURCE/COMMAND.cpp	CombatHelpTextIndex	306	4	4	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""HELP_SKIP_UNIT"",""retail"":1,""strict"":1},{""name"":""HELP_AUTO_COMBAT"",""retail"":2,""strict"":2},{""name"":""HELP_SYSTEM_OPTIONS"",""retail"":3,""strict"":3},{""name"":""HELP_OTHER_CONTROL"",""retail"":4,""strict"":4}]"
src/SOURCE/COMMAND.cpp	CombatLongHelpIndex	313	5	5	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""LONG_HELP_ATTACK"",""retail"":0,""strict"":0},{""name"":""LONG_HELP_WAIT"",""retail"":1,""strict"":1},{""name"":""LONG_HELP_DISABLE_SELECTION"",""retail"":2,""strict"":2},{""name"":""LONG_HELP_SYSTEM_OPTIONS"",""retail"":3,""strict"":3},{""name"":""LONG_HELP_CONTROLS"",""retail"":4,""strict"":4}]"
src/SOURCE/COMMAND.cpp	CombatStorageConstant	321	2	2	0	Combat keyboard actions reuse physical scan codes; widget messages/buttons and framebuffer limits reuse owners. Combat action payloads, mouse sectors, result text, casualty geometry, animation and surrender-specific results retain meanings.	"[{""name"":""SELECTOR_INITIAL_FRAME"",""retail"":7,""strict"":7},{""name"":""VIEW_DESCRIPTION_SIZE"",""retail"":300,""strict"":300}]"
src/SOURCE/CURSOR.cpp	CursorHeroShadowFrame	31	9	0	9	Cursor shadow assets and timing have local drawing roles; frame aliases can be shared only when the same drawing contract is exposed, not by integer alone.	"[{""name"":""SPRITE_UP_STEP_1"",""retail"":46,""strict"":46,""target"":{""file"":""include/SOURCE/CURSOR.h"",""enum"":""CursorHeroShadowFrame"",""name"":""SPRITE_UP_STEP_1""},""reason"":""Move the canonical value to its shared low-level owner; avoid circular manager-header dependencies.""},{""name"":""SPRITE_UP_STEP_2"",""retail"":47,""strict"":47,""target"":{""file"":""include/SOURCE/CURSOR.h"",""enum"":""CursorHeroShadowFrame"",""name"":""SPRITE_UP_STEP_2""},""reason"":""Move the canonical value to its shared low-level owner; avoid circular manager-header dependencies.""},{""name"":""SPRITE_UP_STEP_3"",""retail"":49,""strict"":49,""target"":{""file"":""include/SOURCE/CURSOR.h"",""enum"":""CursorHeroShadowFrame"",""name"":""SPRITE_UP_STEP_3""},""reason"":""Move the canonical value to its shared low-level owner; avoid circular manager-header dependencies.""},{""name"":""SPRITE_UP_STEP_4"",""retail"":50,""strict"":50,""target"":{""file"":""include/SOURCE/CURSOR.h"",""enum"":""CursorHeroShadowFrame"",""name"":""SPRITE_UP_STEP_4""},""reason"":""Move the canonical value to its shared low-level owner; avoid circular manager-header dependencies.""},{""name"":""SPRITE_UP_STEP_5"",""retail"":51,""strict"":51,""target"":{""file"":""include/SOURCE/CURSOR.h"",""enum"":""CursorHeroShadowFrame"",""name"":""SPRITE_UP_STEP_5""},""reason"":""Move the canonical value to its shared low-level owner; avoid circular manager-header dependencies.""},{""name"":""SPRITE_UP_SHADOW_WIDE"",""retail"":55,""strict"":55,""target"":{""file"":""include/SOURCE/CURSOR.h"",""enum"":""CursorHeroShadowFrame"",""name"":""SPRITE_UP_SHADOW_WIDE""},""reason"":""Move the canonical value to its shared low-level owner; avoid circular manager-header dependencies.""},{""name"":""SPRITE_UP_SHADOW_STEP_5"",""retail"":56,""strict"":56,""target"":{""file"":""include/SOURCE/CURSOR.h"",""enum"":""CursorHeroShadowFrame"",""name"":""SPRITE_UP_SHADOW_STEP_5""},""reason"":""Move the canonical value to its shared low-level owner; avoid circular manager-header dependencies.""},{""name"":""SPRITE_UP_SHADOW_STEP_4"",""retail"":57,""strict"":57,""target"":{""file"":""include/SOURCE/CURSOR.h"",""enum"":""CursorHeroShadowFrame"",""name"":""SPRITE_UP_SHADOW_STEP_4""},""reason"":""Move the canonical value to its shared low-level owner; avoid circular manager-header dependencies.""},{""name"":""SPRITE_UP_SHADOW_STEP_3"",""retail"":58,""strict"":58,""target"":{""file"":""include/SOURCE/CURSOR.h"",""enum"":""CursorHeroShadowFrame"",""name"":""SPRITE_UP_SHADOW_STEP_3""},""reason"":""Move the canonical value to its shared low-level owner; avoid circular manager-header dependencies.""}]"
src/SOURCE/CURSOR.cpp	CursorPrivateConstant	43	8	8	0	Cursor shadow assets and timing have local drawing roles; frame aliases can be shared only when the same drawing contract is exposed, not by integer alone.	"[{""name"":""SLOW_CURSOR_CYCLE_START"",""retail"":2,""strict"":2},{""name"":""SKIPPED_ANIMATION_FRAME"",""retail"":4,""strict"":4},{""name"":""FOOTSTEP_ANIMATION_FRAME"",""retail"":3,""strict"":3},{""name"":""DIRECTION_HALF_COUNT"",""retail"":4,""strict"":4},{""name"":""TURN_FRAME_MULTIPLIER"",""retail"":2,""strict"":2},{""name"":""MOVE_TILE_HALF_COUNT"",""retail"":2,""strict"":2},{""name"":""GROUP_ALLOC_LINE_OFFSET"",""retail"":7,""strict"":7},{""name"":""GROUP_FREE_LINE_OFFSET"",""retail"":25,""strict"":25}]"
src/SOURCE/Campaign.cpp	CampaignScenarioArmyCount	21	9	9	0	Campaign starting armies, movie IDs, zero-based map indices, one-based scenario numbers, bonus slots and track transforms are distinct catalogs/units.	"[{""name"":""BARBARIAN_ORC_CHIEF_COUNT"",""retail"":12,""strict"":12},{""name"":""BARBARIAN_OGRE_COUNT"",""retail"":18,""strict"":18},{""name"":""BARBARIAN_GOBLIN_COUNT"",""retail"":40,""strict"":40},{""name"":""WARLOCK_CENTAUR_COUNT"",""retail"":40,""strict"":40},{""name"":""WARLOCK_GARGOYLE_COUNT"",""retail"":24,""strict"":24},{""name"":""WARLOCK_GRIFFIN_COUNT"",""retail"":18,""strict"":18},{""name"":""NECROMANCER_SKELETON_COUNT"",""retail"":50,""strict"":50},{""name"":""NECROMANCER_MUMMY_COUNT"",""retail"":18,""strict"":18},{""name"":""NECROMANCER_VAMPIRE_COUNT"",""retail"":8,""strict"":8}]"
src/SOURCE/Campaign.cpp	CampaignSmacker	33	29	29	0	Campaign starting armies, movie IDs, zero-based map indices, one-based scenario numbers, bonus slots and track transforms are distinct catalogs/units.	"[{""name"":""SMACKER_ROLAND_INTRO"",""retail"":5,""strict"":5},{""name"":""SMACKER_ROLAND_1"",""retail"":6,""strict"":6},{""name"":""SMACKER_ROLAND_2"",""retail"":7,""strict"":7},{""name"":""SMACKER_ROLAND_3A"",""retail"":8,""strict"":8},{""name"":""SMACKER_ROLAND_3B"",""retail"":9,""strict"":9},{""name"":""SMACKER_ROLAND_4"",""retail"":10,""strict"":10},{""name"":""SMACKER_ROLAND_5A"",""retail"":11,""strict"":11},{""name"":""SMACKER_ROLAND_5B"",""retail"":12,""strict"":12},{""name"":""SMACKER_ROLAND_6"",""retail"":13,""strict"":13},{""name"":""SMACKER_ROLAND_7"",""retail"":14,""strict"":14},{""name"":""SMACKER_ROLAND_8"",""retail"":15,""strict"":15},{""name"":""SMACKER_ROLAND_9"",""retail"":16,""strict"":16},{""name"":""SMACKER_ROLAND_END"",""retail"":18,""strict"":18},{""name"":""SMACKER_ARCHIBALD_INTRO"",""retail"":19,""strict"":19},{""name"":""SMACKER_ARCHIBALD_1"",""retail"":20,""strict"":20},{""name"":""SMACKER_ARCHIBALD_2"",""retail"":21,""strict"":21},{""name"":""SMACKER_ARCHIBALD_3"",""retail"":22,""strict"":22},{""name"":""SMACKER_ARCHIBALD_4A"",""retail"":23,""strict"":23},{""name"":""SMACKER_ARCHIBALD_4B"",""retail"":24,""strict"":24},{""name"":""SMACKER_ARCHIBALD_4_END"",""retail"":25,""strict"":25},{""name"":""SMACKER_ARCHIBALD_5A"",""retail"":26,""strict"":26},{""name"":""SMACKER_ARCHIBALD_5B"",""retail"":27,""strict"":27},{""name"":""SMACKER_ARCHIBALD_6"",""retail"":28,""strict"":28},{""name"":""SMACKER_ARCHIBALD_7A"",""retail"":29,""strict"":29},{""name"":""SMACKER_ARCHIBALD_7B"",""retail"":30,""strict"":30},{""name"":""SMACKER_ARCHIBALD_8"",""retail"":31,""strict"":31},{""name"":""SMACKER_ARCHIBALD_9"",""retail"":32,""strict"":32},{""name"":""SMACKER_ARCHIBALD_10"",""retail"":33,""strict"":33},{""name"":""SMACKER_ARCHIBALD_END"",""retail"":34,""strict"":34}]"
src/SOURCE/Campaign.cpp	CampaignMapIndex	65	13	13	0	Campaign starting armies, movie IDs, zero-based map indices, one-based scenario numbers, bonus slots and track transforms are distinct catalogs/units.	"[{""name"":""MAP_ONE"",""retail"":0,""strict"":0},{""name"":""MAP_TWO"",""retail"":1,""strict"":1},{""name"":""MAP_THREE"",""retail"":2,""strict"":2},{""name"":""MAP_FOUR"",""retail"":3,""strict"":3},{""name"":""MAP_FIVE"",""retail"":4,""strict"":4},{""name"":""MAP_SIX"",""retail"":5,""strict"":5},{""name"":""MAP_SEVEN"",""retail"":6,""strict"":6},{""name"":""MAP_EIGHT"",""retail"":7,""strict"":7},{""name"":""MAP_NINE"",""retail"":8,""strict"":8},{""name"":""MAP_TEN"",""retail"":9,""strict"":9},{""name"":""MAP_ELEVEN"",""retail"":10,""strict"":10},{""name"":""MAP_TWELVE"",""retail"":11,""strict"":11},{""name"":""MAP_THIRTEEN"",""retail"":12,""strict"":12}]"
src/SOURCE/Campaign.cpp	CampaignScenarioNumber	81	14	14	0	Campaign starting armies, movie IDs, zero-based map indices, one-based scenario numbers, bonus slots and track transforms are distinct catalogs/units.	"[{""name"":""SCENARIO_INTRO"",""retail"":0,""strict"":0},{""name"":""SCENARIO_ONE"",""retail"":1,""strict"":1},{""name"":""SCENARIO_TWO"",""retail"":2,""strict"":2},{""name"":""SCENARIO_THREE"",""retail"":3,""strict"":3},{""name"":""SCENARIO_FOUR"",""retail"":4,""strict"":4},{""name"":""SCENARIO_FIVE"",""retail"":5,""strict"":5},{""name"":""SCENARIO_SIX"",""retail"":6,""strict"":6},{""name"":""SCENARIO_SEVEN"",""retail"":7,""strict"":7},{""name"":""SCENARIO_EIGHT"",""retail"":8,""strict"":8},{""name"":""SCENARIO_NINE"",""retail"":9,""strict"":9},{""name"":""SCENARIO_TEN"",""retail"":10,""strict"":10},{""name"":""SCENARIO_ELEVEN"",""retail"":11,""strict"":11},{""name"":""SCENARIO_TWELVE"",""retail"":12,""strict"":12},{""name"":""SCENARIO_THIRTEEN"",""retail"":13,""strict"":13}]"
