# Buka VA claim queue, harvested from branch decomp-gold-2.1-buka-attempt-1 (its NEW_VA markers).
# Every row is a remap CLAIM from the previous attempt: the function's
# PoL-line reconstruction (pol_va) was located at buka_rva in this image.
# inventory compares against config/retail_functions.csv byte_size:
#   exact = Ghidra agrees on entry+size; size-differs:<n> = entry agrees,
#   size does not; absent = Ghidra lists no function at that entry.
# Claim a row by porting the body and marking it VA(0x<va>, 0x<size>).
unit	buka_rva	size	inventory	pol_va	signature
SOURCE/ADVMGR	0x13a54	0xf9	exact	0x00469fc2	void ComputeAdvNetControl(void)
SOURCE/ADVMGR	0x13b4d	0xda	exact	0x0046a0e7	i32 MapExtraPosAndAdjacentsSet(i32 x, i32 y, u8 mask)
SOURCE/ADVMGR	0x13c27	0x4d3	exact	0x0046a1dd	void advManager::ViewPuzzle(void)
SOURCE/ADVMGR	0x140fa	0x79	exact	0x0046a6a3	void advManager::PuzzleDraw(i32 left, i32 top, i32 right, i32 bottom)
SOURCE/ADVMGR	0x14173	0x294	exact	0x0046a724	void advManager::AdvPanel(void)
SOURCE/ADVMGR	0x14417	0x14b	exact	0x0046a9d0	MessageDispatchResult APanelHandler(tag_message& message)
SOURCE/ADVMGR	0x14562	0x1cd	exact	0x0046ab9a	i32 advManager::ControlPanel(void)
SOURCE/ADVMGR	0x14747	0x279	exact	0x0046ad7e	MessageDispatchResult CPanelHandler(tag_message& message)
SOURCE/ADVMGR	0x149c0	0x1a2	exact	0x0046b082	void advManager::SystemOptions(void)
SOURCE/ADVMGR	0x14b62	0x320	exact	0x0046b219	void UpdateSystemOptions(i32 initialDraw)
SOURCE/ADVMGR	0x14e82	0x52d	exact	0x0046b578	MessageDispatchResult SystemOptionsHandler(struct tag_message& message)
SOURCE/ADVMGR	0x153f7	0x59	exact	0x0046bbea	i32 GetMobilityFrame(i32 mobility)
SOURCE/ADVMGR	0x15450	0x5c	exact	0x0046bc69	i32 GetManaFrame(i32 mana)
SOURCE/ADVMGR	0x154ac	0x43d	exact	0x0046bce8	i32 advManager::DoVisions(hero* visionHero)
SOURCE/ADVMGR	0x158e9	0xc2	exact	0x0046c241	i32 advManager::IsCrystalBallInEffect(i32 x, i32 y, i32 radius)
SOURCE/ADVMGR	0x159ab	0x68	exact	0x0046c318	u8 StopOnTrigger(class mapCell* cell)
SOURCE/AI	0x15a60	0x82b	exact	0x004c0790	i32 combatManager::AICheckRetreat(void)
SOURCE/AI	0x1628b	0xfa0	exact	0x004c1067	void combatManager::DoCompAI(H2_ENUM_PARAM(CombatSide, i32))
SOURCE/AI	0x1722b	0xab	exact	0x004c2303	float combatManager::GetModLichDamage(class army* target, float damage)
SOURCE/AI	0x172d6	0x293	exact	0x004c23cc	void combatManager::DoLichShot(class army* lich)
SOURCE/AI	0x17569	0x109	exact	0x004c26fa	i32 combatManager::GetShooterMask(H2_ENUM_PARAM(CombatSide, i32) side)
SOURCE/AI	0x17672	0xa8	exact	0x004c282b	i32 combatManager::GetMirrorImageMask(H2_ENUM_PARAM(CombatSide, i32) side)
SOURCE/AI	0x1771a	0xf7	exact	0x004c28eb	i32 combatManager::GetFlyerMask(H2_ENUM_PARAM(CombatSide, i32) side)
SOURCE/AI	0x17811	0xa1	exact	0x004c2a0a	i32 combatManager::GetAllMask(H2_ENUM_PARAM(CombatSide, i32) side)
SOURCE/AI	0x178b2	0x11d	exact	0x004c2aca	i32 combatManager::GetWalkerMask(H2_ENUM_PARAM(CombatSide, i32) side)
SOURCE/AI	0x179cf	0xc5	exact	0x004c2c0b	i32 combatManager::GetOutOfItMask(H2_ENUM_PARAM(CombatSide, i32) side)
SOURCE/AI	0x17a94	0xb6	exact	0x004c2cf4	i32 combatManager::GetTraitorMask(H2_ENUM_PARAM(CombatSide, i32) side)
SOURCE/AI	0x17b4a	0x184	exact	0x004c2dca	i32 combatManager::GetBestArmy(H2_ENUM_PARAM(CombatSide, i32) side, i32 mask)
SOURCE/AI	0x17cce	0xa0	exact	0x004c2fbb	i32 combatManager::GetWorstArmy(H2_ENUM_PARAM(CombatSide, i32) side, i32 mask)
SOURCE/AI	0x17d6e	0x12e	exact	0x004c307d	i32 combatManager::GetClosestArmy(
SOURCE/AI	0x17e9c	0xa6	exact	0x004c31ec	u32l combatManager::GetStrength(H2_ENUM_PARAM(CombatSide, i32) side, i32 mask)
SOURCE/AI	0x17f42	0x178	exact	0x004c32ad	i32 combatManager::AttemptAttack(
SOURCE/AI	0x180ba	0x144	exact	0x004c3468	i32 combatManager::AttemptAdjacentAttack(class army* currentArmy)
SOURCE/AI	0x181fe	0x207	exact	0x004c35ea	i32 combatManager::WalkTowardArmyFront(
SOURCE/AI	0x18405	0x204	exact	0x004c382a	i32 combatManager::WalkTowardArmy(
SOURCE/ARMY	0x18650	0xc2	exact	0x0044a8c0	army::army(void)
SOURCE/ARMY	0x18712	0xd	exact	0x0044a98f	void army::WaitSample(ArmySampleType sampleIndex)
SOURCE/ARMY	0x1871f	0xd2	exact	0x0044a9a7	void army::InitClean(void)
SOURCE/ARMY	0x187f1	0x38c	exact	0x0044aa85	void army::Init(
SOURCE/ARMY	0x18b7d	0x44d	exact	0x0044aec8	void army::LoadResources(void)
SOURCE/ARMY	0x18fca	0xcb	exact	0x0044b36e	void army::FreeResources(void)
SOURCE/ARMY	0x19095	0x6e4	exact	0x0044b456	void army::DrawToBuffer(i32 x, i32 y, i32 effectsOnly)
SOURCE/ARMY	0x19790	0x22	exact	0x0044bc28	void army::Wince(void)
SOURCE/ARMY	0x197b2	0xa27	exact	0x0044bc55	void army::Walk(CombatHexDirection direction, i32 finishStanding, i32 skipDrawing)
SOURCE/ARMY	0x1a1d9	0x165f	exact	0x0044c7e5	void army::SpecialAttack(void)
SOURCE/ARMY	0x1b838	0x20	exact	0x0044dc8f	void army::DirDoAttack(CombatHexDirection direction)
SOURCE/ARMY	0x1b858	0x583	exact	0x0044dcba	void army::DoHydraAttack(i32)
SOURCE/ARMY	0x1bddb	0x13f6	exact	0x0044e1a1	void army::DoAttack(i32 retaliation)
SOURCE/ARMY	0x1d220	0xb	exact	0x0044f408	void army::ResetPath(void)
SOURCE/ARMY	0x1d22b	0x1a	exact	0x0044f41e	i32 army::WalkTo(void)
SOURCE/ARMY	0x1d245	0x2aa	exact	0x0044f443	i32 army::WalkTo(i32 destination)
SOURCE/ARMY	0x1d4ef	0x1a	exact	0x0044f731	i32 army::AttackTo(void)
SOURCE/ARMY	0x1d509	0x1c8	exact	0x0044f756	i32 army::AttackTo(i32 destination)
SOURCE/ARMY	0x1d6d1	0x21d	exact	0x0044f93e	void army::CheckLuck(void)
SOURCE/ARMY	0x1d8ee	0x444	exact	0x0044fbc0	void army::DamageEnemy(
SOURCE/ARMY	0x1dd32	0x21c	exact	0x0045012e	i32 army::Damage(i32l damage, SpellType spell)
SOURCE/ARMY	0x1df4e	0x11d7	exact	0x0045036a	void army::PowEffect(
SOURCE/ARMY	0x1f125	0x24	exact	0x004516cb	u32l army::Strength(void)
SOURCE/ARMY	0x1f149	0x57	exact	0x00451700	i32 army::LeaveNoBody(void)
SOURCE/ARMY	0x1f1a0	0x35f	exact	0x00451766	void army::ProcessDeath(i32 immediate)
SOURCE/ARMY	0x1f4ff	0x35f	exact	0x00451b5b	void army::SpellEffect(
SOURCE/ARMY	0x1f85e	0xe5	exact	0x00451ef8	void army::CancelSpellType(ArmySpellCancelType cancelType)
SOURCE/ARMY	0x1f943	0xf9	exact	0x00452007	void army::CancelIndividualSpell(ArmySpellInfluence influence)
SOURCE/ARMY	0x1fa5f	0x1fd	exact	0x0045217f	i32 army::SetSpellInfluence(ArmySpellInfluence influence, i32 rounds)
SOURCE/ARMY	0x1fc98	0x8d	exact	0x00452401	void army::DecrementSpellRounds(void)
SOURCE/ARMY	0x1fd25	0x513	exact	0x00452495	void army::GoBerserk(void)
SOURCE/ARMY	0x20238	0x35d	exact	0x00452ad9	void army::MoveAttack(i32 destination, i32 moveOnly)
SOURCE/ARMY	0x20595	0x75c	exact	0x00452eca	float army::SpellCastWorkChance(SpellType spell)
SOURCE/ARMY	0x20cf1	0x42	exact	0x004537fb	i32 army::SpellCastWorks(SpellType spell)
SOURCE/ARMY	0x20d33	0x37b	exact	0x00453851	void BuildTempWalkSeq(struct SMonFrameInfo* frameInfo, i32 finishStanding, i32 skipDrawing)
SOURCE/ARMY	0x210ae	0x5b	exact	0x00453bef	void army::DispelGood(void)
SOURCE/ARMY	0x21109	0x86	exact	0x00453c55	void army::Cure(i32 amount)
SOURCE/ARMY	0x2118f	0x57	exact	0x00453ce5	i32 army::MidX(void)
SOURCE/ARMY	0x211e6	0x46	exact	0x00453d5e	i32 army::MidY(void)
SOURCE/ARMY	0x2122c	0x44	exact	0x00453db7	i32 army::TopY(void)
SOURCE/ARMY	0x21270	0xa6	exact	0x00453e0e	i32 army::RightX(void)
SOURCE/ARMY	0x21316	0xa6	exact	0x00453eda	i32 army::LeftX(void)
SOURCE/ARMY	0x213bc	0x136	exact	0x00453fa6	i32 army::OtherArmyAdjacent(H2_ENUM_PARAM(CombatSide, i32) side, i32 index)
SOURCE/ARMY	0x214f2	0x14b	exact	0x00454117	void ModifyFrameInfo(struct SMonFrameInfo* frameInfo, CreatureType monsterType)
SOURCE/ARMY	0x2163d	0x8b	exact	0x004542f8	i32 army::GetPowBaseY(void)
SOURCE/ARMYGRP	0x21710	0x31	exact	0x0048c040	armyGroup::armyGroup(void)
SOURCE/ARMYGRP	0x21741	0xd	exact	0x0048c07c	void armyGroup::View(i32) {}
SOURCE/ARMYGRP	0x2174e	0x5a	exact	0x0048c094	i32 armyGroup::HasAllUndead(void)
SOURCE/ARMYGRP	0x217a8	0x5a	exact	0x0048c107	i32 armyGroup::HasSomeUndead(void)
SOURCE/ARMYGRP	0x21802	0x231	exact	0x0048c17a	i32 armyGroup::GetMorale(hero* armyHero, town* occupiedTown, armyGroup* enemyGroup)
SOURCE/ARMYGRP	0x21a33	0x23	exact	0x0048c3c7	void armyGroup::Dismiss(i32 slot)
SOURCE/ARMYGRP	0x21a56	0x40	exact	0x0048c3f6	i32 armyGroup::IsMember(H2_ENUM_PARAM(CreatureType, i32) creatureType)
SOURCE/ARMYGRP	0x21a96	0x124	exact	0x0048c44b	ArmyGroupAlignmentResult armyGroup::IsHomogeneous(i32 countRaces)
SOURCE/ARMYGRP	0x21bba	0x3b	exact	0x0048c599	i32 armyGroup::CanJoin(H2_ENUM_PARAM(CreatureType, i32) creatureType)
SOURCE/ARMYGRP	0x21bf5	0x48	exact	0x0048c5ed	i32 armyGroup::GetNumArmies(void)
SOURCE/ARMYGRP	0x21c3d	0xdf	exact	0x0048c641	i32 armyGroup::Add(
SOURCE/ARMYGRP	0x21d1c	0x6b	exact	0x0048c75d	void armyGroup::Swap(i32 slot, armyGroup* otherGroup, i32 otherSlot)
SOURCE/ARMYGRP	0x21d87	0x133	exact	0x0048c7d2	void armyGroup::DamageGroup(float damagePercent)
SOURCE/CMBTMGR	0x25de0	0x1af	exact	0x0048fd50	combatManager::combatManager(void)
SOURCE/CMBTMGR	0x25f8f	0xfa	exact	0x0048ff0a	void combatManager::CombineGroups(armyGroup* sourceGroup, armyGroup* targetGroup)
SOURCE/CMBTMGR	0x26089	0x55e	exact	0x00490032	void combatManager::SetupCombat(
SOURCE/CMBTMGR	0x265e7	0x258	exact	0x00490624	void combatManager::InitNonVisualVars(void)
SOURCE/CMBTMGR	0x2683f	0x1a7	exact	0x0049089d	void combatManager::SetupAdjacencyArray(void)
SOURCE/CMBTMGR	0x269fe	0x427	exact	0x00490aa0	i32 combatManager::Open(i32 openFlags)
SOURCE/CMBTMGR	0x26e25	0x388	exact	0x00490edf	void combatManager::Close(void)
SOURCE/CMBTMGR	0x271ad	0x2c1	exact	0x004912b5	void combatManager::UpdateArmyGroup(H2_ENUM_PARAM(CombatSide, i32) side)
SOURCE/CMBTMGR	0x2746e	0x244	exact	0x00491641	void combatManager::GenerateMap(void)
SOURCE/CMBTMGR	0x276b2	0x1ca	exact	0x004919a6	char* combatManager::GetBackgroundName(void)
SOURCE/CMBTMGR	0x278a0	0x1c8	exact	0x00491bca	i32 combatManager::MoreTreesNear(void)
SOURCE/CMBTMGR	0x27a8b	0x3ba	exact	0x00491dda	void combatManager::LoadIcons(void)
SOURCE/CMBTMGR	0x27e45	0xff	exact	0x004921c1	void combatManager::FreeIcons(void)
SOURCE/CMBTMGR	0x27f44	0x2fd	exact	0x004922e5	void combatManager::LoadArmies(void)
SOURCE/CMBTMGR	0x28241	0xbd	exact	0x00492652	void combatManager::FreeArmies(void)
SOURCE/CMBTMGR	0x282fe	0x191	exact	0x0049272d	i32 combatManager::GetGridIndex(i32 x, i32 y)
SOURCE/CMBTMGR	0x2848f	0x1ba	exact	0x0049290f	void combatManager::CheckApplyGoodMorale(H2_ENUM_PARAM(CombatSide, i32) side, i32 index)
SOURCE/CMBTMGR	0x28649	0x176	exact	0x00492afa	i32 combatManager::CheckApplyBadMorale(
SOURCE/CMBTMGR	0x287bf	0x345	exact	0x00492cc7	i32 combatManager::GetNextArmy(i32 checkMorale)
SOURCE/CMBTMGR	0x28b04	0xb4	exact	0x00493049	i32 combatManager::IsWinner(H2_ENUM_PARAM(CombatSide, i32) side)
SOURCE/CMBTMGR	0x28bb8	0xdd8	exact	0x0049311f	void combatManager::CatAttack(H2_ENUM_PARAM(CombatSide, i32) side)
SOURCE/CMBTMGR	0x29990	0x662	exact	0x0049412d	void combatManager::KeepAttack(H2_ENUM_PARAM(CombatTowerSelector, i32) tower)
SOURCE/CMBTMGR	0x29ff2	0x128	exact	0x0049487c	i32 combatManager::ExperienceValueOfStack(H2_ENUM_PARAM(CombatSide, i32) side)
SOURCE/CMBTMGR	0x2a11a	0x68	exact	0x004949f7	void combatManager::ResetHitByCreature(void)
SOURCE/CMBTMGR	0x2a182	0x2c	exact	0x00494a7f	i32 ValidHex(i32 hex)
SOURCE/CMBTMGR	0x2a1ae	0xb	exact	0x00494ab5	void combatManager::SaveCombatBorder(void)
SOURCE/CMBTMGR	0x2a1b9	0xb	exact	0x00494acb	void combatManager::DrawCombatBorder(void)
SOURCE/CMBTMGR	0x2a1c4	0x46a	exact	0x00494ae1	void combatManager::SetupAndLoadObstacles(void)
SOURCE/CMBTMGR	0x2a62e	0x263	exact	0x00494fb9	void combatManager::MakeCreaturesVanish(void)
SOURCE/CMBTMGR	0x2a891	0x89	exact	0x0049525a	void combatManager::LowerDoor(void)
SOURCE/CMBTMGR	0x2a91a	0xb6	exact	0x00495317	void combatManager::RaiseDoor(void)
SOURCE/CMBTMGR	0x2a9d0	0x61	exact	0x004953fd	void combatManager::TestRaiseDoor(void)
SOURCE/CMBTMGR	0x2aa31	0x8e	exact	0x00495481	i32 combatManager::InCastle(i32 hex)
SOURCE/CMBTMGR	0x2aabf	0x29b	exact	0x00495559	i32 combatManager::ShotIsThroughWall(
SOURCE/CMBTMGR	0x2ad5a	0x4e0	exact	0x0049589f	void combatManager::ShootMissile(
SOURCE/CMBTMGR	0x2b23a	0x10c	exact	0x00495dcd	void combatManager::CombatSystemOptions(void)
SOURCE/CMBTMGR	0x2b346	0x1e1	exact	0x00495ebf	void UpdateCombatSystemOptions(i32 initialDraw)
SOURCE/CMBTMGR	0x2b527	0x283	exact	0x004960a9	MessageDispatchResult CombatSystemOptionsHandler(tag_message& message)
SOURCE/COMMAND	0x2b850	0x2be	exact	0x0042a6d0	MessageDispatchResult combatManager::Main(tag_message& message)
SOURCE/COMMAND	0x2bb0e	0x123	exact	0x0042aa3d	i32 combatManager::ValidHexToStandOn(i32 hexIndex)
SOURCE/COMMAND	0x2bc31	0x758	exact	0x0042abbe	void combatManager::SetCombatDirections(i32 targetHex)
SOURCE/COMMAND	0x2c389	0x575	exact	0x0042b45f	void combatManager::CheckSetMouseDirection(i32 mouseX, i32 mouseY, i32 targetHex)
SOURCE/COMMAND	0x2c8fe	0x5a	exact	0x0042ba9b	i32 combatManager::GetPointer(CombatMessageCommand command, i32 hexIndex)
SOURCE/COMMAND	0x2c958	0x6fb	exact	0x0042bb26	MessageDispatchResult combatManager::ProcessCombatMsg(tag_message& message)
SOURCE/COMMAND	0x2d14d	0x58	exact	0x0042c40a	i32 combatManager::IsNegationSphereInEffect(void)
SOURCE/COMMAND	0x2d1a5	0x1c4	exact	0x0042c47a	void combatManager::ResetRound(void)
SOURCE/COMMAND	0x2d369	0x205	exact	0x0042c67f	i32 combatManager::CheckWin(struct tag_message* message)
SOURCE/COMMAND	0x2d56e	0x3f6	exact	0x0042c8ff	CombatMessageCommand combatManager::GetCommand(i32 hexIndex)
SOURCE/COMMAND	0x2d964	0x1eb	exact	0x0042ce19	i32 combatManager::RightClick(i32 hexIndex)
SOURCE/COMMAND	0x2db4f	0x2f2	exact	0x0042d0bf	void combatManager::DoCommand(CombatMessageCommand command)
SOURCE/COMMAND	0x2de7d	0x4f3	exact	0x0042d472	MessageDispatchResult WinCombatHandler(struct tag_message& message)
SOURCE/COMMAND	0x2e370	0x108	exact	0x0042d9ed	void combatManager::ClearWinLoseBottom(class heroWindow* window)
SOURCE/COMMAND	0x2e478	0x29d	exact	0x0042dafd	void combatManager::ShowWinLoseArtifact(
SOURCE/COMMAND	0x2e715	0x225	exact	0x0042dd97	void combatManager::ShowSkeletons(class heroWindow* window)
SOURCE/COMMAND	0x2e93a	0x2f2	exact	0x0042dfc9	void combatManager::ShowEagleEyeSpell(class heroWindow* window)
SOURCE/COMMAND	0x2ec2c	0x9d5	exact	0x0042e2bf	void combatManager::ShowDeadArmies(class heroWindow* window)
SOURCE/COMMAND	0x2f601	0xb17	exact	0x0042ec8b	void combatManager::DoVictory(H2_ENUM_PARAM(CombatResult, i32) winningSide)
SOURCE/COMMAND	0x30118	0x383	exact	0x0042f834	void combatManager::DoLoseWindow(void)
SOURCE/COMMAND	0x3049b	0x3bd	exact	0x0042fbf0	i32 combatManager::DoSurrender(void)
SOURCE/COMMAND	0x30858	0xb5	exact	0x0043002d	void combatManager::CheckChangeSelector(void)
SOURCE/COMMAND	0x3090d	0xed	exact	0x00430109	void combatManager::CheckCastleAttack(void)
SOURCE/COMMAND	0x309fa	0xb6	exact	0x004301f3	void combatManager::CheckGetAIMove(void)
SOURCE/COMMAND	0x30ab0	0x14f	exact	0x004302d0	void combatManager::GetControl(void)
SOURCE/COMMAND	0x30bff	0xbf	exact	0x0043045f	void combatManager::ResetMouse(void)
SOURCE/COMMAND	0x30cbe	0x5ef	exact	0x00430536	MessageDispatchResult combatManager::ProcessNextAction(struct tag_message& message)
SOURCE/COMMAND	0x312c9	0x211	exact	0x00430b91	void combatManager::ResetCyclingCreatures(void)
SOURCE/COMMAND	0x314da	0xdf	exact	0x00430dc8	void combatManager::ResetCycleTimers(void)
SOURCE/COMMAND	0x315b9	0x41	exact	0x00430ec1	i32 InCombatArea(i32 x, i32 y)
SOURCE/COMMAND	0x315fa	0x930	exact	0x00430f14	void combatManager::CycleCombatScreen(void)
SOURCE/COMMAND	0x31f2a	0x30	exact	0x004318ed	void combatManager::SetCombatViewArmySmallLevel(i32 level)
SOURCE/COMMAND	0x31f5a	0xbb	exact	0x00431928	void combatManager::SetCombatGrid(i32 showGrid, i32 showMouseHex, i32 shadeLevel)
SOURCE/COMMAND	0x32015	0x323	exact	0x00431a0b	void combatManager::AddArmy(
SOURCE/COMMAND	0x32338	0x13d	exact	0x00431db6	void combatManager::SetupSmallView(void)
SOURCE/COMMAND	0x32475	0x2ae	exact	0x00431f1f	void combatManager::ViewBallista(i32 quickView)
SOURCE/CURSOR	0x332d0	0x124	exact	0x0040d5e0	void advManager::StartCursor(H2_ENUM_PARAM(MapDirection, i32) direction)
SOURCE/CURSOR	0x333f4	0xe6	exact	0x0040d718	void advManager::StopCursor(i32 stopSound)
SOURCE/CURSOR	0x334da	0x5dd	exact	0x0040d834	void advManager::DrawCursor(void)
SOURCE/CURSOR	0x33ab7	0x327	exact	0x0040de2c	void advManager::DrawCursorShadow(void)
SOURCE/CURSOR	0x33dde	0x4e	exact	0x0040e198	i32 advManager::GetCursorBaseFrame(H2_ENUM_PARAM(MapDirection, i32) direction)
SOURCE/CURSOR	0x33e2c	0x213	exact	0x0040e21d	void advManager::TurnTo(H2_ENUM_PARAM(MapDirection, i32) direction)
SOURCE/CURSOR	0x3403f	0x8b	exact	0x0040e473	i32 advManager::GetMoveShowIt(
SOURCE/CURSOR	0x340ca	0x10b7	exact	0x0040e51f	mapCell* advManager::MoveHero(
SOURCE/CURSOR	0x351c5	0x156	exact	0x0040f753	void advManager::CheckAdjacentMon(i32* adjacentMonster)
SOURCE/CURSOR	0x3531b	0x116	exact	0x0040f8c7	i32 advManager::ValidMoveWithEvent(
SOURCE/CURSOR	0x35431	0x457	exact	0x0040fa15	i32 advManager::ValidMove(H2_ENUM_PARAM(MapDirection, i32) direction, i32 eventMode)
SOURCE/CURSOR	0x35888	0x250	exact	0x0040ff07	void advManager::MoveOrigin(i32 directionX, i32 directionY)
SOURCE/CURSOR	0x35ad8	0xb2	exact	0x00410152	void advManager::ProcessMapChange(SMapChange change)
SOURCE/CURSOR	0x361dd	0x189	exact	0x004108a1	void advManager::ProcessIncomingSingleMapChange(SMapChange* incoming)
SOURCE/CURSOR	0x36366	0xa7	exact	0x00410a5b	void advManager::ProcessIncomingGroupMapChange(char* incomingData)
SOURCE/CURSOR	0x3640d	0x5e	exact	0x00410b29	void advManager::PurgeMapChangeQueue(void)
SOURCE/CURSOR	0x3646b	0x1b5	exact	0x00410b9e	void advManager::UnwindMapChangeQueue(i32 maximumToUnwind, i32 processChanges)
SOURCE/CURSOR	0x36620	0x117	exact	0x00410d72	void SendMapChange(
SOURCE/Campaign	0x21f00	0x494	exact	0x00447710	i32 game::HandleCampaignWin(void)
SOURCE/Campaign	0x223f0	0x27a	exact	0x00447c73	void game::PlayPreScenarioSmacker(H2_ENUM_PARAM(CampaignSide, i32) side, i32 map)
SOURCE/Campaign	0x226d2	0x40a	exact	0x00447fb6	void game::ShowCampaignInfo(i32 viewOnly, i32)
SOURCE/Campaign	0x22adc	0x87f	exact	0x00448443	void game::CampaignInfoUpdate(i32 redraw)
SOURCE/Campaign	0x233b8	0x44a	exact	0x00448e52	MessageDispatchResult CampaignHandler(struct tag_message& message)
SOURCE/Campaign	0x23842	0x3c	exact	0x00449373	void game::InitEntireCampaign(H2_ENUM_PARAM(CampaignSide, i32) side)
SOURCE/Campaign	0x2387e	0xa41	exact	0x004493ba	void game::InitCampaignMap(void)
SOURCE/Castle	0x24320	0xf10	exact	0x0041d040	void townManager::SetupCastle(heroWindow* window, i32 updateOnly)
SOURCE/Castle	0x25230	0x979	exact	0x0041e0fb	MessageDispatchResult CastleHandler(tag_message& message)
SOURCE/DRAWING	0x37d10	0x38	exact	0x00402910	void combatManager::NoShowCombatLog(char* message)
SOURCE/DRAWING	0x37d48	0xba	exact	0x00402951	void combatManager::ClearCombatMessages(i32 force)
SOURCE/DRAWING	0x37e02	0x46	exact	0x00402a2b	void combatManager::CheckUpdateCombatMessages(void)
SOURCE/DRAWING	0x37e48	0x3a7	exact	0x00402a88	void combatManager::CombatMessage(char* message, i32 updateScreen, i32 retainPrevious, i32 clear)
SOURCE/DRAWING	0x381ef	0x337	exact	0x00402e80	void combatManager::CombatMessage(CombatMessageCommand messageType)
SOURCE/DRAWING	0x38566	0xdf	exact	0x0040327e	void combatManager::ResetLimitCreature(void)
SOURCE/DRAWING	0x38645	0x51	exact	0x004033a4	void combatManager::UpdateCombatArea(void)
SOURCE/DRAWING	0x38696	0x1a9	exact	0x0040340e	void combatManager::SetupGridForArmy(army* armyPtr)
SOURCE/DRAWING	0x3883f	0x4d8	exact	0x00403621	i32 combatManager::UpdateGrid(i32 resetGridDisplay, i32 rebuildGrid)
SOURCE/DRAWING	0x38d17	0x341	exact	0x00403c1c	void combatManager::DrawBackground(void)
SOURCE/DRAWING	0x39058	0x560	exact	0x00403f80	void combatManager::UpdateMouseGrid(i32 hexIndex, i32 forceUpdate)
SOURCE/DRAWING	0x395b8	0x148d	exact	0x004045cc	void combatManager::DrawFrame(
SOURCE/DRAWING	0x3aad6	0xb29	exact	0x00405d0b	void combatManager::DrawSmallView(i32 viewIndex, i32 updateScreen)
SOURCE/EVENTS	0x3b640	0x5de6	exact	0x004a8530	void advManager::DoEvent(mapCell* cell, i32 x, i32 y)
SOURCE/EVENTS	0x41609	0x8c9	exact	0x004ae00b	void advManager::EraseObj(class mapCell* cell, i32 x, i32 y)
SOURCE/EVENTS	0x41f0d	0xaf	exact	0x004aea02	void advManager::HeroSwap(hero* firstHero, hero* secondHero)
SOURCE/EVENTS	0x41fbc	0x125	exact	0x004aea92	i32 advManager::BarrierEvent(mapCell* cell, hero*)
SOURCE/EVENTS	0x420e1	0x95	exact	0x004aebc1	i8 StrEqNoCase(char* firstString, char* secondString)
SOURCE/EVENTS	0x42176	0xe0	exact	0x004aec5a	void advManager::PasswordEvent(mapCell* cell, hero*)
SOURCE/EVENTS	0x42256	0x6e0	exact	0x004aed38	void advManager::GenericSiteEvent(mapCell* cell, hero* eventHero)
SOURCE/EVENTS	0x42952	0x15c	exact	0x004af436	void advManager::RecruitSiteEvent(mapCell* cell, hero* eventHero)
SOURCE/EVENTS	0x42ac2	0xaa	exact	0x004af5c7	void advManager::ExpansionRecruitEvent(
SOURCE/EVENTS	0x42b6c	0x21a	exact	0x004af652	void advManager::JailEvent(mapCell* cell, hero* eventHero, i32 x, i32 y)
SOURCE/EVENTS	0x42d86	0x1a7	exact	0x004af87c	void advManager::TownEvent(mapCell* cell, i32 x, i32 y)
SOURCE/EVENTS	0x42f2d	0x237	exact	0x004afa56	void advManager::EventSound(
SOURCE/EVENTS	0x43340	0xa9	exact	0x004aff6c	void advManager::EventWindow(
SOURCE/EVENTS	0x433e9	0x92	exact	0x004b0033	i32 GiveArtifact(hero* eventHero, ArtifactType artifact, b32 checkEndGame, i8 artifactExtra)
SOURCE/EVENTS	0x4347b	0x4e	exact	0x004b00e9	ArtifactType advManager::GiveRandomArtifact(hero* eventHero)
SOURCE/EVENTS	0x434c9	0x61	exact	0x004b0147	i32 advManager::GiveExperience(hero* eventHero, i32 experience, i32 checkLevel)
SOURCE/EVENTS	0x4352a	0x83	exact	0x004b01ae	void advManager::GiveResource(hero* eventHero, ResourceType resourceType, i32 amount)
SOURCE/EVENTS	0x435ad	0xe0	exact	0x004b022e	void advManager::RecruitEvent(
SOURCE/EVENTS	0x4368d	0x232	exact	0x004b02e9	i32 advManager::SkeletonEvent(hero* eventHero, mapCell* cell, char* text, i32 x, i32 y)
SOURCE/EVENTS	0x438bf	0x26b	exact	0x004b054a	i32 advManager::ZombieEvent(hero* eventHero, mapCell* cell, char* text, i32 x, i32 y)
SOURCE/EVENTS	0x43b2a	0x2cc	exact	0x004b07e5	i32 advManager::GhostEvent(hero* eventHero, mapCell* cell, char* text, i32 x, i32 y)
SOURCE/EVENTS	0x43df6	0x1ce	exact	0x004b0add	void advManager::HouseEvent(hero* eventHero, mapCell* cell)
SOURCE/EVENTS	0x4403b	0x536	exact	0x004b0d51	CombatResult advManager::CombatMonsterEvent(
SOURCE/EVENTS	0x44571	0x2da	exact	0x004b1380	void GiveTakeArtifactStat(hero* targetHero, ArtifactType artifact, b32 take)
SOURCE/EVENTS	0x44949	0x1b2	exact	0x004b1973	void advManager::TransferArtifacts(hero* sourceHero, hero* destinationHero)
SOURCE/EVENTS	0x44afb	0x6d	exact	0x004b1b50	void advManager::HeroLoses(hero* lostHero)
SOURCE/EVENTS	0x44b68	0x118	exact	0x004b1bcf	void advManager::DoWhirlpool(hero* eventHero)
SOURCE/EVENTS	0x44c80	0xf3	exact	0x004b1d01	void advManager::FizzleCenter(i32 fizzleType)
