path	line	end	name	status	body_sha256	review
src/SOURCE/GAME.cpp	6546	6546	success	read	22a2b3eb3f4e49a4a125193481b11e7d7ddfdfe24d61b0cbbf706b9b327792c1	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6801	6801	packetStart	read	06dcd6ac6f3d84c936d78c9025d5c25dd1d181ff6226eecce6c31f605bf33126	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6802	6802	lastPacketTime	read	33f576f30e344ea4a8a00571589e2c136cfc715f9ca5031912e781dc9e1ed4fc	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6803	6803	result	read	a0e8a872874d1f39dc234f5fa56c9948b98204a911bbf0a30009b62cd07eacd8	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6804	6804	packet	read	500d86426476cd12ce02effc75b0cc8e41b50d4b896cc25e577f41830c0b0b8c	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6805	6805	ackBuffer	read	091d72790f0d429014476ce4b23a0b5cd347b42339b399910af2cc204b3d1fbc	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6806	6806	finished	read	fc4c3a568a01b3350104343a80bdf4b9f0f16957fba28250505094cfc216e744	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6807	6807	computedCrc	read	e2f397a346dcad696a9d30f29d24f32f2c60290e050d4f6997e05c6db9151c39	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6808	6808	oldTrack	read	f2000066cbd8937af80fc46556e6762887b8bfc2222ef701ff49d6992d705f00	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6809	6809	index	read	c6837b9546752132365474ecf1c99d930fbaad533f3ddcfb2bfc39f36b44d429	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6810	6810	incomingData	read	3c1d72c166b0ca0389ee8c499378876973778fc1665dc4661dffbcf64697787b	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6811	6811	file	read	71a51589d12188aab9cce091e438e443f1af9a7f20b2432e7794bdca6fdfaf78	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6812	6812	filename	read	1e7b28057cb59c0d351440e308dd318fde1016cd84b18af2087378db4b5168a3	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6813	6813	samplesReady	read	942ad3327cf166b5e86f02e3aad7ecfd6a88e7875a62bf68581a57285793d5e8	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/GAME.cpp	6814	6814	success	read	22a2b3eb3f4e49a4a125193481b11e7d7ddfdfe24d61b0cbbf706b9b327792c1	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/HERO.cpp	32	32	HERO_EXPERIENCE_GROWTH_FACTOR	read	a78e094e27e1e6dd281c2cc4b1f2416cba9df58e87e863912397245161171d41	B13: all 41 bodies; full hero stats/spells/skills/level/deallocation and UI handlers/setup/splits; H01/H21-H23/R15
src/SOURCE/KB.cpp	5682	5682	GROUND_REPEAT_2	read	ac13c06b40219541771e0f63f7cbc875422443cb3b07100c6da6a1c965751f87	B43: all 75 bodies incl three local inlines; full application/menu/building/end-game/morale/luck/score/chat/network/shutdown/sound/dynamic-window/dialog paths and complete macros/static game/localized data; H01/H02/H15/H17/H20/H22/H30-H32/H68-H70/H72/H85-H88/R43
src/SOURCE/KB.cpp	5683	5683	GROUND_REPEAT_4	read	236f27c8d42642cddb20ee5838cfe19d071d149a4b5f5b406e7a8e763c2e4979	B43: all 75 bodies incl three local inlines; full application/menu/building/end-game/morale/luck/score/chat/network/shutdown/sound/dynamic-window/dialog paths and complete macros/static game/localized data; H01/H02/H15/H17/H20/H22/H30-H32/H68-H70/H72/H85-H88/R43
src/SOURCE/KB.cpp	5684	5684	GROUND_REPEAT_8	read	eb5ae07a0356ef738c190786cfbaa0e9f5eff0891c431201950034525ed4f7ce	B43: all 75 bodies incl three local inlines; full application/menu/building/end-game/morale/luck/score/chat/network/shutdown/sound/dynamic-window/dialog paths and complete macros/static game/localized data; H01/H02/H15/H17/H20/H22/H30-H32/H68-H70/H72/H85-H88/R43
src/SOURCE/KB.cpp	5685	5685	GROUND_REPEAT_16	read	ba809579faa9aabcf725176aa8e3dc82a101d9ee302ce3d8d67e3e6410be76bd	B43: all 75 bodies incl three local inlines; full application/menu/building/end-game/morale/luck/score/chat/network/shutdown/sound/dynamic-window/dialog paths and complete macros/static game/localized data; H01/H02/H15/H17/H20/H22/H30-H32/H68-H70/H72/H85-H88/R43
src/SOURCE/KB.cpp	5686	5686	GROUND_REPEAT_32	read	a93a3abaa30f1f892b920be5911122c8d75e32010256520127b8aa23120fbb73	B43: all 75 bodies incl three local inlines; full application/menu/building/end-game/morale/luck/score/chat/network/shutdown/sound/dynamic-window/dialog paths and complete macros/static game/localized data; H01/H02/H15/H17/H20/H22/H30-H32/H68-H70/H72/H85-H88/R43
src/SOURCE/KB.cpp	5687	5690	GROUND_SHAPE_STANDARD_FRAME_SET	read	25a9d239c7c76b87b8d560a7398c72f8da3ab5e5929b5e76fbd23ce7cf9628ac	B43: all 75 bodies incl three local inlines; full application/menu/building/end-game/morale/luck/score/chat/network/shutdown/sound/dynamic-window/dialog paths and complete macros/static game/localized data; H01/H02/H15/H17/H20/H22/H30-H32/H68-H70/H72/H85-H88/R43
src/SOURCE/Overview.cpp	271	271	OVERVIEW_SCROLL_KNOB_RANGE_FLOAT	read	0d6bf8e788beed772a401099c0bf8596cf69506b5de04784cd3e09a08a4fae86	B34: all seven bodies; full dynamic row/ownership/town/hero/resource/tab/scroll/drag/selection paths, private macros and data; H01/H05/H07/H20/H30/H31/H62/H76/R33
src/SOURCE/Overview.cpp	272	272	OVERVIEW_SCROLL_MIN_Y_FLOAT	read	96a02fef237c9a54313612ded511f8c8133d46b86a09e0dcf6d2b681a03e89f2	B34: all seven bodies; full dynamic row/ownership/town/hero/resource/tab/scroll/drag/selection paths, private macros and data; H01/H05/H07/H20/H30/H31/H62/H76/R33
src/SOURCE/Overview.cpp	273	274	OVERVIEW_SCROLL_ROUNDING_OFFSET	read	8e0ff70d7c49a7e6992b0ad3f685a2e73932143c3f70b9a48d6b6f98f41b591a	B34: all seven bodies; full dynamic row/ownership/town/hero/resource/tab/scroll/drag/selection paths, private macros and data; H01/H05/H07/H20/H30/H31/H62/H76/R33
src/SOURCE/Overview.cpp	276	277	OVERVIEW_TEXT_WIDGET	read	2ea136a58933688f02d8d164c30d86083708ceafda79b83ea0b71ec4957929ed	B34: all seven bodies; full dynamic row/ownership/town/hero/resource/tab/scroll/drag/selection paths, private macros and data; H01/H05/H07/H20/H30/H31/H62/H76/R33
src/SOURCE/Overview.cpp	278	279	OVERVIEW_ICON_WIDGET	read	e69e01191f23bb0690ade83a66c71d4fb01a2d4a0b7f925bc2a975e38805b55f	B34: all seven bodies; full dynamic row/ownership/town/hero/resource/tab/scroll/drag/selection paths, private macros and data; H01/H05/H07/H20/H30/H31/H62/H76/R33
src/SOURCE/PHILAI.cpp	29	30	AI_SECONDARY_SKILL_FIGHT_SCALE	read	8da145852eb5604d87b64334e08908718881ccb8cee25911146f76144cb8b46b	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	31	32	AI_SECONDARY_SKILL_BASE_FACTOR	read	8c2e18540d1f35e7355be16417f86a293fcc13d903cc5c0656804dc5fc1616c3	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	33	33	AI_SECONDARY_SKILL_NAVIGATION_FACTOR	read	b8d7f46fd74fda4e05b946f4256ee4d7de302d213f835cd8962b07d5868cfd6c	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	34	34	AI_SECONDARY_SKILL_ARCHERY_SHARE	read	78e308f30bf855cf0bfcb605b1b0d16acc0143be0902386d2f1518df01de03b9	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	35	36	AI_SECONDARY_SKILL_ARCHERY_BASE	read	b023ec8a9a892749a025cba47abfedd571408e15239a1741f47286f90a8ca706	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	37	37	AI_GENERIC_SITE_ARENA_VALUE	read	36e6137b8e06759475cf70228607c69dffa10d5774b6efd5f7cddde60f002c11	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	38	39	AI_GENERIC_SITE_MERMAID_VALUE	read	553aa997954fb7341134319893ad469049c9f6a2beafcca0d1e68404a70b4c64	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	40	40	AI_GENERIC_SITE_DAY_VALUE	read	ec4136278ce7d2b630ae3bc94ed2bf74a72072234aa49ba2d220a8a6d6d08d2e	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	41	41	AI_MINIMUM_FIGHT_VALUE	read	23d8675266debe7ad3514d464938e3f0f64f73f14b087f822219aef75ffe1930	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	42	42	AI_FRAME_THROTTLE_TICKS	read	5f726e4db7efbc32bc7dffb7ab056607f2d16a936cefbc8599fac454af659f31	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	43	43	AI_MINIMUM_TURN_MOBILITY	read	ea268da11c1aca6e3f8d5f9b036412a8ae94a2790617ec9883cb4da5431776f2	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	44	44	AI_MINIMUM_SITE_MOBILITY	read	087396ecdc9ac540199954d131721c1293287de09af23aeeb20768bc11865312	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	45	45	AI_HERO_PURCHASE_GOLD_FLOOR	read	760800149798f153505a3b02da1fb39c11d57268af108696e166789cf6af9629	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	46	46	AI_BERSERK_THRESHOLD	read	1ce943a269c9d33d0e98295e9a65392e8c674f9136312e3ca43a19e206bc38b8	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	47	47	AI_ZERO_FLOAT	read	d599525533dcc04a9a301a0ea2b1284722c0260f1bb18af66e43b52692058f64	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	48	48	AI_RELOAD_BASE	read	6bd2b2d11e95a292e7f0e67ba4bdba1ebb33d40ab7798591e95992ca19e3ba1f	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	49	49	AI_RELOAD_NUMERATOR	read	0782f3688d474414956e7b57074926487398f16a9afb3d9809601de266759479	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	50	51	AI_EASY_STRENGTH_FACTOR	read	31988444cda9dbcbd2210f120098b1e63f414a3684625cd56d5876d9ca5a2772	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	52	52	AI_BERSERK_FACTOR	read	09fa187aba15e928ae61f9952a167ae35ce2012b3b89316a741059a20ae69de9	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	53	53	AI_HERO_VALUE_SCALE	read	a294d5b035c60aa5294bedb7c8ad62700224a6d0df09cf8ac59b60ecdf872956	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	54	54	AI_HERO_VALUE_BASE	read	9a4705b30cb4c1c6f6c63fbae4b992f36d1b27caae0af7d79a559848dcdbdcd0	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	55	56	AI_ARTIFACT_POOL_DIVISOR	read	06f67226c967de37b4912a9d013d42da77e3013576df179e3ac0ce1081475bc2	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	57	58	AI_BATTLE_TOWN_DEFENDER_FACTOR	read	ecb7e9411fd32d8c58567fbdb06b35f76d7ad056ec7bade0d7a46f629b2e4e9e	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	59	60	AI_BATTLE_DIFFICULTY_STEP	read	7c484fc5116500921fb904eab2a9ac2c7f5da4bbb78384181910099376a9fc4e	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	61	61	AI_BATTLE_BASE_STRENGTH_FACTOR	read	c35878d6dbdc07df70895465d25d0094437953d835539b749631be5f6d884605	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	62	63	AI_BATTLE_EASY_STRENGTH_FACTOR	read	ae4e553abea3534bdf97f9c13c34d0ee823bc9a6a308cd1efca8e967693a7ed3	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	64	65	AI_BATTLE_HUMAN_DEFENDER_FACTOR	read	015b631994770e09f30b95ad95661c149e50052a67ca7fc83e67ed582e692a00	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	66	67	AI_BATTLE_MINIMUM_STRENGTH	read	498e28fe7cdbe12249b9f9d33f74c119c61588a90ce2557bf5620a88a4bf6422	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	68	68	AI_BATTLE_FULL_CHANCE	read	fe19875f2e7832917edf9a27e93d237ee30a544d6c645618dff611121650de53	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	69	70	AI_BATTLE_LARGE_STRENGTH	read	b660d3a9ce9069c6f3e5342844948bb08f406cb7e9e7ad13848eaa50dcce7c98	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	71	71	AI_BATTLE_NORMAL_POWER	read	910725a3b9cf047060908f605352c6be204929c2a43a11b86b73c13bbaf4324a	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	72	72	AI_BATTLE_LARGE_POWER	read	9ff5161b82741baaa3511b6d4006c60a1f3ce8100246d7c2a02bff6f5b685a02	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	73	73	AI_BATTLE_ZERO_CHANCE	read	ac5b3c5aff52a6573d8b2512eef9f0dafcca2244d02732a72f3966e48ff669a4	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	74	74	AI_BATTLE_LOW_CHANCE	read	b2614e296c7edefd75832a8607a7b972805da1411f82d6791a978aa162a36494	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	75	76	AI_BATTLE_LOW_PENALTY	read	473dc494ab44a87b6c045d2aa43bbcf14a6d4400dde12429002e8a0f71a69682	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	77	77	AI_BATTLE_MEDIUM_CHANCE	read	9fd2c9d6c15440b2944cd3fcd6dc52681b7745d079df4ac6d78a3de514ba465d	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	78	78	AI_BATTLE_MEDIUM_PENALTY	read	307f0501cc2187a6def7c0c80b6ef63611482b0f025254212b4ad883931d4ef2	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	79	79	AI_BATTLE_HIGH_CHANCE	read	c9cd779b0c1b0bbb944f7b349a938b337af8d1817db8005ec3789934329eb2cf	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	80	80	AI_BATTLE_HIGH_PENALTY	read	a3f31cab1e8561bc41cf9b9d843927f24183c68a2d6e8ad57e467f51d4e02a2d	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	81	81	AI_BATTLE_TOP_CHANCE	read	7559f63ba64f145f5ccec28a05945f074d4a1571ab6c723bace68bf1b2b129ab	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	82	82	AI_BATTLE_TOP_PENALTY	read	81b2622aaa495710e10501e90514a16e35ebd1a21159f07aafefbceea8d5101a	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
