path	line	end	name	signature	kind	properties	va	status	body_sha256	review
src/SOURCE/ARMY.cpp	3095	3264	army::SpellCastWorkChance	(SpellType spell)	cpp		0x00420595	unread	2c17a7b8e88351342746f7429dfb8b1535f7a4f50d74bab8b0fb3638e85b16cb	STALE: B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	3267	3272	army::SpellCastWorks	(SpellType spell)	cpp		0x00420cf1	unread	bf9955e3a3a6fdafc5f3cffb83571718c04cd67355b0eb15488c40861a8b65fa	STALE: B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	3275	3380	BuildTempWalkSeq	(struct SMonFrameInfo * frameInfo,i32 finishStanding,i32 skipDrawing)	cpp		0x00420d33	unread	fc463ca8df95a2c5cde8d7c98eac1eb72698635bfd2b4075012d50193757876e	STALE: B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	3383	3392	army::DispelGood	(void)	cpp		0x004210ae	unread	347388d22d81281e8ffcb72efa24f29ba49aeecfa7e3fef135f1d0915d56c6a0	STALE: B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	3395	3407	army::Cure	(i32 amount)	cpp		0x00421109	unread	056dde013747e1d91bfb6f527cd7e785bd66ba31c218ca74dedff5f4c5afe02a	STALE: B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	3410	3416	army::MidX	(void)	cpp		0x0042118f	unread	a383a8bd0dfa26026a4169d71c0c899f0ce743585a1bd85784b26b980323dec1	STALE: B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	3419	3427	army::MidY	(void)	cpp		0x004211e6	unread	b6554fe22347b73d5743d7bd16c77b8ae3b9a571f921f1184665db1f4c99bc23	STALE: B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	3430	3434	army::TopY	(void)	cpp		0x0042122c	unread	f2900a39e72d04b8652fe9f887f3bfc6abf3a226b7980a9e901fd226721f2de1	STALE: B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	3437	3458	army::RightX	(void)	cpp		0x00421270	unread	034e8cd573d8f13e57d94e3af8e697d6b6f9b3f7dcf7e51bed0d777cda38f28e	STALE: B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	3461	3482	army::LeftX	(void)	cpp		0x00421316	unread	cedbccd1f010834dd3169992466fa66ee182e022534b514f4d2763fe0dd8882f	STALE: B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	3485	3518	army::OtherArmyAdjacent	(CombatSide side,i32 index)	cpp		0x004213bc	unread	393bfeaaba5c5f66ad2ccc6dae780bf7bbda07a5525aa69e98da79f7a43c0da2	STALE: B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	3521	3557	ModifyFrameInfo	(struct SMonFrameInfo * frameInfo,CreatureType monsterType)	cpp		0x004214f2	unread	1bf1182811ea6c7a0f3a34a4162d450022c235f148a9035949188fb392329099	STALE: B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	3560	3577	army::GetPowBaseY	(void)	cpp		0x0042163d	unread	af914312803e173042fcb70500ab485d8a4451684506c4e3a46676f272317eba	STALE: B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMYGRP.cpp	19	23	SwapValues	(Value & lhs,Value & rhs)	cpp			unread	5b5b8116069b2c18cf5808548d448b06651f3465a4ae6761584dafd36f7955a3	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/ARMYGRP.cpp	27	29	armyGroup::armyGroup	(void)	cpp		0x00421710	unread	2080c1fd86c4e86f042f6010f8790e88d77bbdb399878579ecc61e36198ed26c	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/ARMYGRP.cpp	32	32	armyGroup::View	(i32)	cpp		0x00421741	unread	fe58338770fc1442e79c516928cbce1e75ca204c4c1e52582e44b6f434d7abee	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/ARMYGRP.cpp	35	43	armyGroup::HasAllUndead	(void)	cpp		0x0042174e	unread	daa9697065d306daf1146ee783cd368e60c7c10177e91b60a4e99ef4016e66b2	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/ARMYGRP.cpp	46	56	armyGroup::HasSomeUndead	(void)	cpp		0x004217a8	unread	23941ec8a722cc4e27f359ed3ef327b2d9b64e7ebd6f612209b3c29b5f918108	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/ARMYGRP.cpp	59	126	armyGroup::GetMorale	(hero * armyHero,town * occupiedTown,armyGroup * enemyGroup)	cpp		0x00421802	unread	ac3747962049d8d0ba40501e22b999fdded0305d273f91849d6d550b3af4e2a0	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/ARMYGRP.cpp	129	132	armyGroup::Dismiss	(i32 slot)	cpp		0x00421a33	unread	107398282d87aebac37bbf5fd48879a6bde782e747e1f63953336f00c0db9118	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/ARMYGRP.cpp	135	141	armyGroup::IsMember	(CreatureType creatureType)	cpp		0x00421a56	unread	fc9dc9ace0cadab1e2ba10741cafba48f6cbcd3e5a166d75c94f59bce9f05e95	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/ARMYGRP.cpp	144	180	armyGroup::IsHomogeneous	(i32 countRaces)	cpp		0x00421a96	unread	2e86444d5c7aad7ddeee8589e958e6bfe0d3d282bbaee486833ee39a05cfa4b8	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/ARMYGRP.cpp	183	189	armyGroup::CanJoin	(CreatureType creatureType)	cpp		0x00421bba	unread	f07180d01eb98eea90b9dfe5f91888f7ee73e5a4a9e7851810ecd34c748b625b	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/ARMYGRP.cpp	192	199	armyGroup::GetNumArmies	(void)	cpp		0x00421bf5	unread	72744aebd908338e96bdf2a1db64ac4621867bc3a2df26c64b80de01a6f2ee1f	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/ARMYGRP.cpp	202	231	armyGroup::Add	(CreatureType creatureType,i32 quantity,i32 slot)	cpp		0x00421c3d	unread	bfb890dbf28f9d6f77f210aedbf3af34789e504ed8e27fad8c807fc35b17f83e	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/ARMYGRP.cpp	234	247	armyGroup::Swap	(i32 slot,armyGroup * otherGroup,i32 otherSlot)	cpp		0x00421d1c	unread	bf38239f1a5ca084744b5184e323e01322d7d7afb978d569887406564423bd55	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/ARMYGRP.cpp	250	280	armyGroup::DamageGroup	(float damagePercent)	cpp		0x00421d87	unread	aca9c1530206a2878cb9fd52ce2b7257d8860571bf12457232bff967b1040aa4	STALE: B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/CMBTMGR.cpp	191	213	combatManager::combatManager	(void)	cpp		0x00425de0	unread	31253d2cc400c9e8654aa7325a1c2adf6a66f5b659794dd193373301ef641900	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	216	247	combatManager::CombineGroups	(armyGroup * sourceGroup,armyGroup * targetGroup)	cpp		0x00425f8f	unread	845011040b0f50eaa97dc65c507c5622814364b0c8156ea066039bf3d9230f99	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	250	374	combatManager::SetupCombat	(i32 mapX,i32 mapY,hero * attackerHero,armyGroup * attackerGroup,town * defenderTown,hero * defenderHero,armyGroup * defenderGroup,i32 combatX,i32 combatY,i32 randomSeed)	cpp		0x00426089	unread	8ceb1aa159883d4a5b1861938f75fadcf0e7785ec1bc7155bd6a27790f71e553	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	377	420	combatManager::InitNonVisualVars	(void)	cpp		0x004265e7	unread	30f79d1cc161ff5612254ea8daed091423e6629d33a25f3b8e21970819567426	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	423	479	combatManager::SetupAdjacencyArray	(void)	cpp		0x0042683f	unread	9be93df67651c7f84ec80d3c1a69d62d9f84ef9d4f9ffe79e67e9d7970de9887	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	482	545	combatManager::Open	(i32 openFlags)	cpp		0x004269fe	unread	c7c56ec91669c7f2d5b9b45648af293a7d88e5fdd55b04e2439ca55fe0011f2f	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	548	604	combatManager::Close	(void)	cpp		0x00426e25	unread	cc76c6f08f7371e586dceeb5cc049380fec4c44328c61b7f5abe7b22403c56a9	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	607	634	combatManager::UpdateArmyGroup	(CombatSide side)	cpp		0x004271ad	unread	a3412365190ba8f95f6a1e66c3bf79801969a45e87c5a880073473bcb41a644c	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	637	676	combatManager::GenerateMap	(void)	cpp		0x0042746e	unread	67edc2817e078168dd1201b844058137f5198c74ca3c520d66b4917a723bc663	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	679	744	combatManager::GetBackgroundName	(void)	cpp		0x004276b2	unread	fc739a39247923c9bfad82f19de2bf57220a766f33ddda0fc88746f8d19dbe57	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	747	807	combatManager::MoreTreesNear	(void)	cpp		0x004278a0	unread	7619afb19b728dac15c1e7f9800f05a1280bfb5260e7cb3f69111ae6cb52079f	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	810	874	combatManager::LoadIcons	(void)	cpp		0x00427a8b	unread	f4305cda8cb00b5dfb91c9fdcdce53f4cbf028956e627ce687ee3513ead2fbaa	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	877	895	combatManager::FreeIcons	(void)	cpp		0x00427e45	unread	f2c7593578ea4d20067a66e9381494b8d524e6c7c7f2aeca32cbb462ffd0dddb	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	898	960	combatManager::LoadArmies	(void)	cpp		0x00427f44	unread	bfdd5abcbc11e811e04ac82a158658519745a4682a7c3ee3be5de464b30e09fb	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	963	976	combatManager::FreeArmies	(void)	cpp		0x00428241	unread	2a94e0a026ecc1f183b757bd23cf4f86bf9bb2837b74d45e833b5e97bbf9e5b4	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	979	1032	combatManager::GetGridIndex	(i32 x,i32 y)	cpp		0x004282fe	unread	8537df0b64f14e0c972bade1110f786b9561b11f65706f7d8ea08deabcddd0e5	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1035	1084	combatManager::CheckApplyGoodMorale	(CombatSide side,i32 index)	cpp		0x0042848f	unread	5baf025a23376ec6796b4eafcac32ffb327070b83c21fbcbf58019e31edf250f	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1087	1129	combatManager::CheckApplyBadMorale	(CombatSide side,i32 index)	cpp		0x00428649	unread	515704101430eb1aab3aaf275534fa2a7e50f7d749d3b6bcfc2608264591b789	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1132	1218	combatManager::GetNextArmy	(i32 checkMorale)	cpp		0x004287bf	unread	f50648e5a595f60ed16238c36ed5c85732922d5fbc8df83c3c9edc77c2855d16	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1221	1238	combatManager::IsWinner	(CombatSide side)	cpp		0x00428b04	unread	0a91fef40ef397c99c0bc5ab63ec1c34fb143695c383760efbdbd97e07aa460e	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1241	1602	combatManager::CatAttack	(CombatSide side)	cpp		0x00428bb8	unread	f461fad8f9936c7d2d0ed60c59032308c5976f20e226128833a89729b1611b5c	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1605	1734	combatManager::KeepAttack	(CombatTowerSelector tower)	cpp		0x00429990	unread	e090f84d6cd2e9ee512c3c3d81e13918a01b309c6b5748d8020e1def81976623	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1737	1752	combatManager::ExperienceValueOfStack	(CombatSide side)	cpp		0x00429ff2	unread	cc6164316e6124ba70c68631fb3b6dc11a00ae6a1d491c55e49ffdfa020fb24f	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1755	1763	combatManager::ResetHitByCreature	(void)	cpp		0x0042a11a	unread	d9b3194f27b6a8568992087ee9914c8bb3bf4f2fbf659e7ae617384a0182817f	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1766	1768	ValidHex	(i32 hex)	cpp		0x0042a182	unread	dc0c136e9b283cdeafce1e9a94f21a809ee92814f61e25e2e646c822820d5762	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1771	1773	combatManager::SaveCombatBorder	(void)	cpp		0x0042a1ae	unread	ad6f20b9126e6ad3373ea360a2389205ff5dc772fc041a2173eaa1b4bb21ae3f	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1776	1778	combatManager::DrawCombatBorder	(void)	cpp		0x0042a1b9	unread	a921d543878fb96bf8148b1d54710069e0fe0936db1d4c248ad2adf940176c51	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1781	1892	combatManager::SetupAndLoadObstacles	(void)	cpp		0x0042a1c4	unread	24a7f9ee664a2a90b871c298fce91511b07020c7b8cc32c4c02e382f4ce64b5c	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1895	1936	combatManager::MakeCreaturesVanish	(void)	cpp		0x0042a62e	unread	70cf81d6735aebb4f0b7594a124f7cdadd52b26be4fc59655777329b5f9d92da	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1939	1953	combatManager::LowerDoor	(void)	cpp		0x0042a891	unread	3b77c3ad4f17e46981c38984e5f43663b1d1e8647c295d8f8932e2e2aa35ab0f	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1956	1969	combatManager::RaiseDoor	(void)	cpp		0x0042a91a	unread	87f5441aff368ab5450888ce85f51e87aa69f1998a832f87ea4fddb1c6a38899	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1972	1980	combatManager::TestRaiseDoor	(void)	cpp		0x0042a9d0	unread	835143e885b24bc4ce63e16101c631c9ff3cbbdd5523cd8b5d1a6a64aa5a4465	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1983	1996	combatManager::InCastle	(i32 hex)	cpp		0x0042aa31	unread	b466b9fdf36220b5b732548a16a21205b2be397174a1e4e192d88bbae6d62543	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	1999	2074	combatManager::ShotIsThroughWall	(CombatSide side,i32 sourceHex,i32 targetHex)	cpp		0x0042aabf	unread	9fdda29d4106351f5a0d69d39a043040eed69bf19530c3b28c18df46e0a55898	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	2077	2237	combatManager::ShootMissile	(i32 sourceX,i32 sourceY,i32 targetX,i32 targetY,float * directionAngles,icon * missileIcon)	cpp		0x0042ad5a	unread	50f5b66303c19b164b8734f31c94b701fb990f3b1233b9997a5b05861da74106	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	2240	2254	combatManager::CombatSystemOptions	(void)	cpp		0x0042b23a	unread	2e6e02ff25913c55068ac8c46e57bb72c40531881962e9e847ace0da886fe534	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	2257	2305	UpdateCombatSystemOptions	(i32 initialDraw)	cpp		0x0042b346	unread	e99a39e0d074745697f2b0d29a1998a1d935c06262b9dcb622b7d7ce1e13a22c	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/CMBTMGR.cpp	2308	2401	CombatSystemOptionsHandler	(tag_message & message)	cpp		0x0042b527	unread	bfe5b4c3a9dec66e11fb823abf0ecd6ad3414a5a82be193b5b92ad46398601bc	STALE: B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/COMMAND.cpp	329	411	combatManager::Main	(tag_message & message)	cpp		0x0042b850	unread	1bb8f5ef6241401388b7f7bf8f2cb51c6820968cb6396a76147da49adf4033db	STALE: B24: all 36 bodies; full command/direction/input/round/win/reward/network/action/cycling/add-army/ballista paths; H01/H17/H20/H28/H30-H33/H35/H36/H43/H50/H51/H53-H58/R25
src/SOURCE/COMMAND.cpp	414	428	combatManager::ValidHexToStandOn	(i32 hexIndex)	cpp		0x0042bb0e	unread	25f0c463dee7764d5789f220ee9fe591e7e19965f3965ee0a667894cc0bef840	STALE: B24: all 36 bodies; full command/direction/input/round/win/reward/network/action/cycling/add-army/ballista paths; H01/H17/H20/H28/H30-H33/H35/H36/H43/H50/H51/H53-H58/R25
src/SOURCE/COMMAND.cpp	431	643	combatManager::SetCombatDirections	(i32 targetHex)	cpp		0x0042bc31	unread	1ce43acdd4123c92abc7328aa7e1c26db016a5accd50263c2382c3dfbb747810	STALE: B24: all 36 bodies; full command/direction/input/round/win/reward/network/action/cycling/add-army/ballista paths; H01/H17/H20/H28/H30-H33/H35/H36/H43/H50/H51/H53-H58/R25
src/SOURCE/COMMAND.cpp	646	788	combatManager::CheckSetMouseDirection	(i32 mouseX,i32 mouseY,i32 targetHex)	cpp		0x0042c389	unread	5f1c582611805220f3d68d88bb90e7f9842df53d7f0085142c78a9edf79c9496	STALE: B24: all 36 bodies; full command/direction/input/round/win/reward/network/action/cycling/add-army/ballista paths; H01/H17/H20/H28/H30-H33/H35/H36/H43/H50/H51/H53-H58/R25
src/SOURCE/COMMAND.cpp	791	811	combatManager::GetPointer	(CombatMessageCommand command,i32 hexIndex)	cpp		0x0042c8fe	unread	5a57ab07e3eee1567387b70cd596e60d48dc334649fb92515688985159c14a73	STALE: B24: all 36 bodies; full command/direction/input/round/win/reward/network/action/cycling/add-army/ballista paths; H01/H17/H20/H28/H30-H33/H35/H36/H43/H50/H51/H53-H58/R25
src/SOURCE/COMMAND.cpp	814	1043	combatManager::ProcessCombatMsg	(tag_message & message)	cpp		0x0042c958	unread	ae51674e5dfb1db7fa8d66256425bf75fe49914cd57d6328a7439c8815fbd290	STALE: B24: all 36 bodies; full command/direction/input/round/win/reward/network/action/cycling/add-army/ballista paths; H01/H17/H20/H28/H30-H33/H35/H36/H43/H50/H51/H53-H58/R25
src/SOURCE/COMMAND.cpp	1046	1054	combatManager::IsNegationSphereInEffect	(void)	cpp		0x0042d14d	unread	14245ebd60bc6232f7d05d8e623d00e79a4588ed96f4076156c386ed47ed40b6	STALE: B24: all 36 bodies; full command/direction/input/round/win/reward/network/action/cycling/add-army/ballista paths; H01/H17/H20/H28/H30-H33/H35/H36/H43/H50/H51/H53-H58/R25
src/SOURCE/COMMAND.cpp	1057	1092	combatManager::ResetRound	(void)	cpp		0x0042d1a5	unread	d863696e9ee7f84c0e26e6caffb6723da5fb0889b29b032c27f136cf625af491	STALE: B24: all 36 bodies; full command/direction/input/round/win/reward/network/action/cycling/add-army/ballista paths; H01/H17/H20/H28/H30-H33/H35/H36/H43/H50/H51/H53-H58/R25
src/SOURCE/COMMAND.cpp	1095	1137	combatManager::CheckWin	(struct tag_message * message)	cpp		0x0042d369	unread	bbd9c40fcbcb6ada9736df26ebad39a43650623f7ca8778ae819a22bcedf7a85	STALE: B24: all 36 bodies; full command/direction/input/round/win/reward/network/action/cycling/add-army/ballista paths; H01/H17/H20/H28/H30-H33/H35/H36/H43/H50/H51/H53-H58/R25
src/SOURCE/COMMAND.cpp	1140	1260	combatManager::GetCommand	(i32 hexIndex)	cpp		0x0042d56e	unread	afca1523eaec7d22b87fda685203663b29fa9bdee49295c545e9e8093baf4b6f	STALE: B24: all 36 bodies; full command/direction/input/round/win/reward/network/action/cycling/add-army/ballista paths; H01/H17/H20/H28/H30-H33/H35/H36/H43/H50/H51/H53-H58/R25
src/SOURCE/COMMAND.cpp	1263	1314	combatManager::RightClick	(i32 hexIndex)	cpp		0x0042d964	unread	75a1ba220a57fad2f21d2f1d21d2075ee91effd5181313d23b755beed0800e45	STALE: B24: all 36 bodies; full command/direction/input/round/win/reward/network/action/cycling/add-army/ballista paths; H01/H17/H20/H28/H30-H33/H35/H36/H43/H50/H51/H53-H58/R25
src/SOURCE/COMMAND.cpp	1317	1409	combatManager::DoCommand	(CombatMessageCommand command)	cpp		0x0042db4f	unread	2756763b340ad433876bf6e6beaf3619a97ba258bdae85cd5b79f920f0fda88e	STALE: B24: all 36 bodies; full command/direction/input/round/win/reward/network/action/cycling/add-army/ballista paths; H01/H17/H20/H28/H30-H33/H35/H36/H43/H50/H51/H53-H58/R25
